gene	zscore	p_value_neg
MAGEC3	0.239188055	0.43372509
GPR101	0.239187218	0.221800815
CCIN	0.239152046	0.150036558
GID4	0.239120887	0.251182039
ASF1B	0.239088579	0.544009029
EMC9	0.238979565	0.226285704
DDX23	0.238881846	0.704838658
GMPR	0.238822425	0.479442476
RNF181	0.23868047	0.656433413
CETN2	0.23864127	0.554844514
SUGT1	0.23862804	0.542727851
HIGD1A	0.238616146	0.551379662
NIF3L1	0.238615743	0.434875488
ORMDL1	0.238551015	0.35623417
COL8A2	0.238493261	0.3363908
RAB27B	0.238399648	0.391750163
VPS37B	0.238348718	0.653528395
NDUFA13	0.238225948	0.587252999
NSMF	0.238185108	0.182526184
MCCD1	0.238127227	0.227736999
D2HGDH	0.238097577	0.364028929
PNPLA5	0.238040254	0.562861929
SRL	0.237944612	0.495903094
FLG	0.237931467	0.457059023
TMEM119	0.237930291	0.448526956
CNR1	0.237919368	0.585171009
VMP1	0.237901773	0.875329273
PRR20A	0.237859197	0.377496372
LOH12CR1	0.237804021	0.190391394
ASH2L	0.237691203	0.601862962
CLEC2B	0.237663051	0.565508796
RPS6KA2	0.237485507	0.496638582
CBY1	0.23742551	0.749432941
CDA	0.237395331	0.515443256
DPY19L1	0.237264467	0.436494992
ENOX2	0.237239004	0.074551025
TRPM8	0.237024915	0.458424672
TMEM171	0.236961836	0.457023703
SFT2D1	0.236873365	0.440895983
CYP4V2	0.236863128	0.408988656
DHX35	0.23681648	0.550148839
FRMD1	0.236716013	0.516758319
G6PC2	0.23670847	0.678456031
SH3BGRL2	0.236674099	0.482979995
GGN	0.236622318	0.331961247
TSSC4	0.236595487	0.324583492
C17orf51	0.236561523	0.392403289
SLA	0.23653948	0.622415849
OR4P4	0.236528465	0.444160882
SLC44A3	0.236459689	0.458332279
TTC25	0.236449489	0.564951785
HYAL2	0.236445396	0.399840462
SCAF1	0.23638538	0.439060604
ADNP	0.236382737	0.465635006
GTSE1	0.236360878	0.681535028
ACTN4	0.236331562	0.582585416
SNX13	0.236246179	0.225551909
SLC22A7	0.236184498	0.413081794
AQP3	0.236172454	0.439393187
TIPIN	0.236165563	0.488248409
MAPKAPK2	0.236052536	0.6650431
SRXN1	0.235911556	0.414978459
METTL16	0.235871974	0.231306088
GALR2	0.235849407	0.558736116
DNAAF1	0.235812042	0.383630062
FAM45A	0.235755089	0.577369088
FCGRT	0.235751789	0.791787249
ABCF2	0.235681278	0.33519825
CDK15	0.235680888	0.631750799
FREM3	0.235671336	0.500793405
C17orf102	0.23566359	0.635198847
SLK	0.235599341	0.398632666
C12orf40	0.235484918	0.546820187
CYP2D6	0.235243949	0.608808508
ZNF296	0.235163661	0.687666809
RAC3	0.235131496	0.646833117
ADSS	0.235119059	0.411995791
ULBP3	0.234975475	0.644213691
DHX40	0.234926227	0.56712148
UGT2B10	0.234697823	0.624919173
C6	0.23459278	0.323618729
ACTR3B	0.234534486	0.493408879
PDHB	0.234481728	0.319425987
NSMCE1	0.234435213	0.573621972
ZRSR2	0.234430187	0.451526347
PIK3R6	0.234428171	0.41218115
TYMSOS	0.234304279	0.527741259
TAF5L	0.234234911	0.465021635
GS1-259H13.2	0.234219563	0.300784891
VWA2	0.234209534	0.361497807
ACTC1	0.234181036	0.506269589
LRRN4CL	0.234137066	0.522226902
C17orf64	0.23411106	0.335115544
ANXA11	0.234109585	0.53389345
CCDC84	0.233991676	0.430317959
PRELP	0.233985443	0.613755362
HS3ST3A1	0.233950691	0.704775624
NOP16	0.233935767	0.558304577
GFPT2	0.233934449	0.293399022
N4BP3	0.233816233	0.395682257
SH3BP5	0.233798994	0.399841667
SMCHD1	0.233569174	0.540879755
WDR36	0.233537317	0.321359682
CX3CL1	0.233523959	0.621348369
GSR	0.23351984	0.916151794
SLCO4A1	0.233508078	0.644244051
SERPINB9	0.233462043	0.301882066
NCS1	0.233408653	0.685718409
HAPLN4	0.233395934	0.25641138
MORN2	0.233386456	0.571634009
HIGD2A	0.233301574	0.485956736
KRTAP10-3	0.233286449	0.605390023
DKK3	0.233234083	0.332973666
KIF22	0.23321801	0.6500202
CHMP1B	0.233136488	0.630868226
MAP3K2	0.233117162	0.447304403
DNAJC6	0.233109181	0.417648927
PAGE2B	0.233052194	0.534299665
USP17L13	0.233019364	0.352694283
USP3	0.232834203	0.279170747
ENTHD1	0.232761769	0.334301875
BRK1	0.232729619	0.429110043
HPSE2	0.23265652	0.584885598
PLEKHA8	0.232654448	0.589129642
BASP1	0.232584263	0.378128099
ACOT6	0.232553689	0.213383047
FLYWCH2	0.232515373	0.285625211
SNRPE	0.232502579	0.753838593
CCR9	0.232465789	0.351878097
C3orf79	0.232421669	0.463677549
SST	0.232399273	0.278396398
TUBA3D	0.232397216	0.236571714
RBMY1F	0.232254492	0.53831022
UROC1	0.23223316	0.353259689
JAM2	0.232155256	0.189402053
DAPK2	0.232121295	0.2247729
SLC47A2	0.232117203	0.590546586
ATRX	0.232094498	0.895154675
HIST1H3C	0.232071445	0.691407513
GNRH2	0.232037725	0.545115554
EIF3K	0.231960178	0.560901091
UGP2	0.231876267	0.490617246
CRYAA	0.2318538	0.373722625
FCER1A	0.231784825	0.59844484
POTEB2	0.231779428	0.514511466
PYY	0.231730087	0.461897456
ZNF853	0.231679495	0.457576989
RPS6KA1	0.231644549	0.651919125
NANOS1	0.231536649	0.414124305
PLA1A	0.231447552	0.488985475
BAIAP3	0.231418947	0.233782397
TRAF3IP1	0.231372648	0.428042322
PRDM12	0.231368548	0.559756352
CENPH	0.231362553	0.581887045
AIM1L	0.231312124	0.529749302
PLAGL2	0.23129181	0.198064921
BMP3	0.231285553	0.116350788
GHITM	0.230995747	0.557536945
ASUN	0.230979453	0.220399798
CARD6	0.23097776	0.349135675
PIP5KL1	0.230943506	0.676733221
ADD1	0.230845219	0.453193198
RNF157	0.230840552	0.478846188
TLN2	0.230816569	0.20643963
MAGEA9	0.230730482	0.395335052
PHF19	0.230721029	0.599984425
FMR1	0.230709455	0.501739563
CFAP46	0.23066508	0.651261463
TMEM184B	0.230589109	0.382193211
TRIM24	0.230558765	0.430301143
PLXNC1	0.230509776	0.46419054
TMEM165	0.230492383	0.604808191
GDF2	0.230480664	0.4892325
PODXL2	0.230462523	0.566711864
PLK1	0.23042362	0.590942663
GIMAP2	0.230346658	0.491550596
ZNF843	0.230295341	0.603792846
ZNF420	0.230235139	0.437561826
EMX2	0.230204584	0.371687648
GH2	0.230166763	0.536183356
GSS	0.230096142	0.157643544
SYNGR2	0.230055701	0.556274245
RPL39	0.230042625	0.690576747
SIX6	0.22988436	0.341822778
OSTN	0.229835101	0.800292324
VCY1B	0.229800868	0.274312611
C12orf10	0.229762728	0.496671816
TENM2	0.229740818	0.154323253
NKX1-2	0.229703368	0.574537627
CCDC122	0.229635662	0.566630317
E2F3	0.229621758	0.68600614
GPR27	0.229463061	0.617844092
ARAP1	0.229396207	0.565720802
TXLNG	0.229363806	0.532723008
OR10H1	0.229298877	0.306891952
USP15	0.229085117	0.491910428
LEPROTL1	0.229045666	0.545641379
RAB2B	0.229036308	0.263942218
ZFYVE21	0.228963074	0.653343783
TDG	0.228956193	0.777488415
ADPRM	0.22894754	0.383872495
UBXN2A	0.228937307	0.423104044
SPP1	0.228920847	0.552451481
PSMD10	0.228878343	0.323284426
C4orf33	0.22880964	0.618050472
ZC3H6	0.228732868	0.31315292
POTEJ	0.228718862	0.722116498
ZNF526	0.228706345	0.761323308
DNAJC13	0.228683069	0.600117556
KHDRBS1	0.22866219	0.225526549
POP4	0.228621009	0.8259466
RGS16	0.228561557	0.572604103
PPEF1	0.228472211	0.582679745
SGSM2	0.22844433	0.043877209
SCIMP	0.228416035	0.5833379
C8orf74	0.228406466	0.177697054
SLC46A1	0.228329082	0.601187571
PSD	0.228297726	0.543933575
SRRM5	0.228294255	0.570983741
B3GALT5	0.228240684	0.645326247
PEX7	0.228237107	0.576827848
MCOLN3	0.228213384	0.521493196
SLA2	0.228161677	0.221979463
HTR1D	0.228038191	0.655142141
ITGBL1	0.228031977	0.570461894
TSEN34	0.227948463	0.608681459
FBXO28	0.227928915	0.547092983
AIM2	0.227803996	0.316553657
NLRP9	0.227764212	0.429853571
PSD2	0.22775194	0.603310123
ZBTB24	0.227711195	0.500343273
DUOXA1	0.227579614	0.27328138
SLC6A16	0.227578165	0.496033777
SLBP	0.227570107	0.208353538
SIGLEC11	0.227555613	0.479584671
EFHC1	0.227404403	0.304148363
TMSB4X	0.227314499	0.520618198
PAGE2	0.227265285	0.151608901
OR13C2	0.227213468	0.212410941
PRPF39	0.227202705	0.464090255
SGSM3	0.227169583	0.217379716
ZNF263	0.227128091	0.546900746
CLEC12B	0.22708996	0.575668866
ZNF679	0.227074344	0.390033458
SLC39A12	0.227058827	0.059575104
C22orf23	0.227017787	0.276242771
ATRNL1	0.226853063	0.24414499
PIWIL1	0.226836655	0.327481489
STEAP2	0.22677376	0.373224197
TMEM173	0.22674998	0.304600114
PNRC1	0.226707504	0.404454835
AATK	0.226644749	0.402444837
SSTR1	0.226612565	0.685595579
SMAD1	0.226588848	0.524228891
TM9SF4	0.226527789	0.410824874
LOC401052	0.226521706	0.396104508
MPPED2	0.226505081	0.047462245
SDHAF1	0.226469853	0.447507454
DDX27	0.226394143	0.717799086
CPSF1	0.226378935	0.468440892
NPEPL1	0.226353353	0.488418441
COMMD6	0.22634733	0.400402164
APBB1	0.226299525	0.159876305
ZFP64	0.226280398	0.287420218
ZNF584	0.226261741	0.532872761
TTLL2	0.226244754	0.433463412
FOXA1	0.226244423	0.500848163
RCN3	0.22620835	0.439761824
CTAG1A	0.226200298	0.392192979
CEP83	0.22619986	0.136065972
FMO2	0.226184771	0.525957553
NR1I2	0.226149509	0.508430527
SLC2A5	0.226094005	0.383207785
FAM126A	0.226092564	0.083296108
PJA2	0.226073391	0.738334642
CMC1	0.226072027	0.39308275
PABPC4	0.226017468	0.619825794
CCL5	0.22596969	0.398121456
SELL	0.2258616	0.653458231
ZNF638	0.225712563	0.613439192
PROK2	0.225655237	0.716534649
GRAMD1A	0.225611601	0.304285531
PRPF6	0.22553871	0.43027897
IFNAR1	0.225536652	0.271821763
TAS2R40	0.225474058	0.154125037
CACNG8	0.225304378	0.438508158
CRYGB	0.225262518	0.472589772
LOC388813	0.225252863	0.612339471
ROPN1B	0.225229498	0.189270006
ADAMTS3	0.225159331	0.339359032
GDNF-AS1	0.225140872	0.631736382
UQCR11	0.225129466	0.3207741
OR2B2	0.225080807	0.103796472
GFM2	0.225080489	0.542872095
SUMO1	0.22507104	0.564450705
SCML2	0.2249607	0.452263455
CDK2AP2	0.224956958	0.383585133
LRRC69	0.224938194	0.707577888
PNLIPRP3	0.224905524	0.225624761
AGT	0.224828653	0.74759877
C1orf86	0.22477554	0.561683092
NUP54	0.224773009	0.586492815
MX2	0.224729506	0.521500568
SPRY4	0.224721683	0.549460436
MAOA	0.224652018	0.63793013
TNFRSF9	0.224634037	0.204451948
DEFB114	0.224579186	0.240059769
GRIFIN	0.224576509	0.632522776
PRLHR	0.224574669	0.552254172
HTR2B	0.224566538	0.61649444
RASL10A	0.224545138	0.606556677
DNAH1	0.224518378	0.362608717
TMEM87B	0.224510186	0.396066277
HMGN3	0.224482035	0.524632797
VGLL3	0.224458836	0.395723226
NACAD	0.224425331	0.360894972
PROKR2	0.224420878	0.551779437
CCDC171	0.224384198	0.461584379
ANKRD28	0.224293655	0.819944041
TMEM110	0.224293281	0.283075138
PCNXL2	0.224286589	0.335835009
TNNI2	0.224265388	0.513891553
TAS2R3	0.224261181	0.275426685
OR5L1	0.224256917	0.357490299
RCOR1	0.224238618	0.056553989
ZBTB4	0.224225113	0.398616835
CD244	0.224184406	0.290894123
PURB	0.224122187	0.657863413
B3GALT1	0.224104169	0.631358086
ANKRD10	0.224031814	0.302799276
C1orf54	0.223952677	0.482258827
NPY4R	0.223945452	0.458353997
PPP1R1C	0.223941741	0.49872071
PRY2	0.223904653	0.365336407
DCLK2	0.223817958	0.483317191
BEND4	0.223720991	0.445298523
LAMA4	0.22370891	0.58886176
B3GNT2	0.223699064	0.770250146
TXNDC16	0.223611679	0.637240552
ZNF432	0.223573882	0.322935916
MYH9	0.223465995	0.459554342
AK1	0.223450714	0.287793201
NTF4	0.223373163	0.281247352
SLC9B2	0.223310632	0.398344041
ADAM10	0.223300754	0.465650607
FAM72D	0.223215539	0.472895845
KIRREL3	0.223210426	0.486429744
LTBR	0.223141677	0.726848338
MTX3	0.223106274	0.606051397
SUSD1	0.223042081	0.583380679
ERMARD	0.2230196	0.499834226
SCN2A	0.222987571	0.363270735
ARSB	0.2228779	0.474162723
CABYR	0.222801613	0.290985038
AP3M1	0.222762957	0.511996815
PGK2	0.222752471	0.589285304
DYRK2	0.22270933	0.556431618
C8B	0.222692711	0.400014851
ARHGEF7	0.222654938	0.816861453
HCLS1	0.22264608	0.533361549
NXPE3	0.222609618	0.427200665
GLB1L2	0.222560286	0.567926211
TFAM	0.222492539	0.736691113
CNKSR1	0.222426788	0.435593213
GRK6	0.222385066	0.183931825
KIAA0368	0.22238485	0.86059757
MRE11A	0.222373756	0.276283169
IL17RB	0.222368334	0.683719034
ANKS4B	0.222365122	0.392639596
MRAP	0.222339906	0.605699464
KIF12	0.222218272	0.322242143
KRIT1	0.222108021	0.568706015
RNPC3	0.221951	0.684582232
SULT2A1	0.221745805	0.505102905
PHYH	0.221694896	0.352939733
NFKB1	0.221342719	0.309673905
GDNF	0.221243266	0.64676491
SPTA1	0.221200133	0.646947447
ZBTB16	0.221080554	0.231004451
BMP1	0.221055896	0.673442562
GALNT14	0.221001942	0.682507532
HEMGN	0.220982226	0.56310415
FBRSL1	0.220970051	0.394081514
CHAC1	0.220956632	0.637835728
MYLK2	0.220903384	0.287680811
FDXACB1	0.220887177	0.877692152
AHNAK2	0.220848621	0.758988977
OPN1MW	0.220741944	0.52843978
PRDM13	0.220681349	0.653060241
USP26	0.220632089	0.428951174
TAS2R41	0.22062395	0.573737709
DAZAP2	0.220614987	0.428467348
NPIPA3	0.220572011	0.707646445
LEMD3	0.220567809	0.126181355
TESK2	0.220549256	0.588631491
NLRP3	0.220530765	0.404585941
HNRNPUL1	0.22039169	0.342899643
WDR46	0.22028382	0.593452975
KLF1	0.220275968	0.452362221
MND1	0.220117448	0.504182154
MSANTD1	0.220104139	0.3459097
SNRPB	0.220089436	0.552459348
ZNF705A	0.220078442	0.550059773
MRPS7	0.22007348	0.557701582
ZNF493	0.220023292	0.580756197
SLC25A39	0.219982828	0.556688889
PDLIM1	0.219912857	0.694653676
GNS	0.219896637	0.556760021
ATXN3	0.219820915	0.233470528
SEMA4B	0.219812031	0.371602874
CTDSPL2	0.21973735	0.449585148
MFSD4	0.219657603	0.512964463
SEC22B	0.219648047	0.703690348
FAM83E	0.219646836	0.418670906
SLC9A4	0.219635707	0.519068669
IGFBP2	0.219576658	0.800794736
KCNJ18	0.219575441	0.388260571
VIMP	0.219429456	0.647372278
SLC35G3	0.219327911	0.566928209
HIST1H2BD	0.219277666	0.632199957
TLR8	0.219204926	0.451875422
SIRT3	0.219189916	0.833886592
VIL1	0.219175812	0.280441941
SLC35B3	0.21910818	0.445111649
NPS	0.21910561	0.647058155
VAT1	0.218915996	0.519707512
ZNF485	0.218877506	0.432087714
NCBP2	0.218863682	0.156382327
ZSCAN9	0.218863079	0.619125171
CLEC14A	0.218841781	0.564331319
PLEKHB2	0.218805968	0.318265007
PRICKLE4	0.218782752	0.430347235
CDK14	0.218778835	0.450917332
FAM101A	0.218749013	0.318302141
NRSN1	0.218693101	0.396741718
TNFRSF19	0.218597066	0.464324865
SETX	0.218575367	0.521061694
STRA6	0.218491848	0.534142468
CLEC4C	0.218459865	0.626701446
TSSK2	0.218392897	0.609268966
ALPK1	0.218389187	0.438810086
AR	0.218338318	0.526161409
ETNK1	0.218290919	0.344357901
DLX3	0.218263838	0.375388706
LRRC32	0.218230795	0.359775956
KRTAP1-5	0.218221707	0.575670492
RNLS	0.218200996	0.454074965
LHX1	0.218186022	0.408550397
TMED7-TICAM2	0.218063687	0.272434061
ASPN	0.218055021	0.364339684
TAF2	0.217941795	0.326175586
CKMT1B	0.217893569	0.539894221
POLRMT	0.21782295	0.761549239
SPATA31E1	0.217817886	0.535909252
WDFY4	0.217805606	0.569079866
LTB4R2	0.217793438	0.615454325
OR6C70	0.217788031	0.516517737
NT5C1B-RDH14	0.217764613	0.522289989
KRTAP1-4	0.217685738	0.820008754
VN1R5	0.217615231	0.503079363
EFR3B	0.217597787	0.298962605
NR0B1	0.217575144	0.137792191
ADAM15	0.217567886	0.284262273
NKX2-1	0.217515374	0.641175536
MOAP1	0.217420089	0.591703885
SUMO2	0.217312256	0.802053342
TMEM18	0.217275361	0.486101846
SULT1A1	0.217264902	0.298924643
ZNF780A	0.217261505	0.522502676
SOCS3	0.217181106	0.556202489
ZNF41	0.217143148	0.626359646
PLSCR4	0.217109279	0.360390006
AGBL3	0.217107038	0.345743173
ZNF236	0.217084055	0.624818517
B4GALT2	0.217010465	0.283125972
IFNA4	0.216946363	0.281513353
MFRP	0.216870086	0.596030365
TRAPPC2	0.216853206	0.619634267
PLCXD3	0.216756672	0.385790211
MARK3	0.216721049	0.498899048
AQP7	0.216643282	0.388608894
PSPH	0.21656381	0.48326747
TTC30A	0.216562668	0.662429783
ERI1	0.216550276	0.58899291
RASA3	0.216450864	0.492835875
ZNF747	0.216449853	0.204182445
FAM135B	0.216407859	0.576090557
XPO4	0.21638359	0.55021369
NID2	0.216321739	0.551619306
CLN3	0.216283851	0.18754879
FGF1	0.216273632	0.530563818
NTN1	0.216151597	0.481909249
ZNF718	0.21607647	0.198572472
SLC7A6	0.216073898	0.34127036
PINX1	0.216065194	0.515256733
FOXL1	0.21602388	0.48804036
ACTR6	0.215967517	0.858909586
RASGRP3	0.215951643	0.623038289
PLEKHJ1	0.215884785	0.383448373
TDRD3	0.215837596	0.392424706
CACTIN	0.215827242	0.552996425
GPR18	0.215824034	0.41686176
KLHL15	0.215767574	0.406293201
L3HYPDH	0.215648232	0.490315415
GAGE2B	0.215514834	0.297283821
GSTA5	0.215467516	0.254563816
GNG8	0.215458821	0.615445015
RPRD1A	0.215441269	0.394691044
PDDC1	0.215327248	0.501667247
ARL3	0.215321696	0.556923838
SH3TC2	0.21529726	0.391999845
TMEM246	0.215269718	0.539564133
DEFB125	0.215241122	0.396533216
GLIPR1L1	0.215226353	0.542094701
IL12A	0.215214072	0.521206809
PPP1R18	0.215162083	0.590877406
DCUN1D2	0.215087063	0.282863308
UTY	0.215063999	0.407422437
NRN1	0.215024687	0.57150768
IGF2	0.215015607	0.505503703
DTNA	0.214873533	0.573155599
PAQR4	0.214859797	0.47869706
RNF38	0.214808651	0.595515037
KLHDC2	0.214798529	0.288570634
KRT28	0.214792893	0.542803151
UPRT	0.214783734	0.329812372
AIF1	0.214752259	0.331970651
PCDH1	0.21468596	0.312561471
MUT	0.214646327	0.329601281
CCR2	0.214643193	0.490194792
FOXR2	0.214588762	0.451196798
CSNK2A1	0.214588054	0.069514916
GRTP1	0.214579545	0.60813046
KPNA7	0.214563035	0.059923132
KIF24	0.214441995	0.427960693
MMP13	0.214406905	0.498792297
TCP10L2	0.214293468	0.724515274
C1orf186	0.214265148	0.411421022
QPCTL	0.214227159	0.771554528
ALKBH7	0.214149978	0.509340228
SQSTM1	0.214145324	0.561033
BRMS1	0.214106956	0.610186956
IQSEC2	0.214049207	0.633703386
KLK14	0.214043586	0.396229235
LZTR1	0.214031342	0.331289174
NAIP	0.214003462	0.594918236
TMEM212	0.21399445	0.295254873
CRCP	0.213991109	0.481894016
DEF8	0.213980972	0.490848819
ZNF30	0.213969199	0.460733926
IER3	0.213928096	0.532921655
TNRC6A	0.213926474	0.435555965
UCN	0.213875705	0.090417248
RNF170	0.213795093	0.551341976
P2RX4	0.213708685	0.552425489
ZBED9	0.213677005	0.408407747
KCNH6	0.21360283	0.466401054
LSS	0.2135339	0.547662923
LOC101929372	0.213433541	0.573373703
OR9K2	0.21340638	0.279486833
S1PR4	0.213371017	0.453104075
SYNGR4	0.21331966	0.600625901
RASA1	0.213296165	0.535038174
UGT2B15	0.213265612	0.478433926
RPRM	0.213216873	0.189225696
NDUFB7	0.213203308	0.297677894
LRRC48	0.213192154	0.603339178
IRAK2	0.213152708	0.634674601
EQTN	0.21312759	0.342074936
BZW1	0.213118577	0.363622094
TMEM5	0.213077602	0.289999661
PSD4	0.212831357	0.449660974
CDT1	0.21281131	0.690302037
OR2T11	0.21281051	0.52439543
LIX1	0.212804533	0.58406763
EPHB1	0.212688757	0.465396898
DRICH1	0.212597345	0.690138865
NKX2-3	0.212561187	0.459662628
ARMCX6	0.212518136	0.675016886
LOC100996634	0.212425381	0.578830218
IQCJ	0.212424333	0.454695951
OR5H2	0.212387603	0.364842112
PSRC1	0.212285615	0.219711255
ABAT	0.212109126	0.642639071
RNF208	0.212101489	0.645285336
FAM208A	0.212090976	0.427497726
MRPS34	0.21202265	0.663501186
LILRA6	0.212018365	0.480591129
GAS1	0.211944082	0.796544368
C9orf40	0.211918014	0.508859244
AGO4	0.211917932	0.662164448
ESPL1	0.211881245	0.581985881
PTPRA	0.211865227	0.273091472
LGALS14	0.211768563	0.592540318
EBF1	0.211744001	0.682584951
ACYP2	0.211720737	0.433687481
HOXD11	0.21169863	0.441247968
CCDC181	0.21167018	0.706411395
C2orf76	0.211529948	0.629632557
CPQ	0.211461153	0.510626806
TRAF1	0.211373361	0.469464659
BAG2	0.211273157	0.436824274
LITAF	0.211181036	0.294475202
HCAR2	0.211180783	0.4341087
VEGFB	0.211170109	0.263465196
PAFAH1B3	0.211153888	0.578902557
WASF2	0.211134691	0.636885323
ZNF83	0.211003226	0.200144717
TNFAIP2	0.210924286	0.526279742
WDR44	0.210781587	0.348930161
PCNT	0.21077514	0.656063514
GGT6	0.210746122	0.592271794
EVPLL	0.210740917	0.385610192
BCAM	0.210736383	0.404074391
PPAN-P2RY11	0.210723558	0.892664603
SSX7	0.210662141	0.459762546
RTTN	0.210648232	0.346475314
RPS2	0.210634244	0.64961208
MERTK	0.210632299	0.589612929
TTC21B	0.210621766	0.394041488
EML1	0.210606345	0.403538289
MACF1	0.21058469	0.589616111
AIF1L	0.210572979	0.729687142
SOHLH2	0.210472857	0.574196242
SEPHS1	0.210463513	0.512659976
FASTKD3	0.210335016	0.709244125
GPR37L1	0.210190721	0.336884962
WFIKKN1	0.210175619	0.126181567
ADGRF4	0.210132405	0.239993822
SLC30A10	0.21009582	0.132945067
CSF3R	0.210060087	0.478736015
LOC391003	0.210058725	0.368924258
ROR1	0.209927781	0.477422027
MED15	0.209922135	0.174976958
TDRKH	0.209917385	0.596509751
FOXA3	0.20980328	0.477576488
TMEM229A	0.209797149	0.478362803
OR6B1	0.209736758	0.54681547
ZNF681	0.209715032	0.249413451
CLCN7	0.209601679	0.61976261
EGR4	0.20957582	0.628313258
MOCS1	0.209575659	0.669510807
GLO1	0.209568726	0.320741023
SCFD2	0.209552391	0.363664903
SLC1A7	0.209523772	0.610571239
GNL1	0.209377008	0.537588418
SLC25A45	0.209355943	0.68475264
SPINT4	0.20930354	0.448783128
VAPA	0.209294775	0.373242277
MANEA	0.209204088	0.527289545
EBAG9	0.209185878	0.352071896
PRCC	0.209142275	0.352395921
LPGAT1	0.209139293	0.490938033
MDK	0.209121745	0.534933992
RHBDD2	0.20908459	0.117945937
TMEM158	0.209077258	0.51116653
C20orf173	0.209064766	0.636794954
RSPO2	0.208948797	0.56892623
DDX51	0.20892972	0.665172663
RESP18	0.208893069	0.563423088
ZNF396	0.208835971	0.370410037
GPSM3	0.208817768	0.172649666
DDHD1	0.208788931	0.257078988
