Gene	WT_ExpRank	KO1_ExpRank	KO2_ExpRank	WT2_D14_2	KO1_D14_2	KO2_D14_2
ARHGAP6	7737	12337	11146	6.516904254	2.018612684	2.721518646
ARHGAP8	18965	8692	10832	0.361694274	5.381444268	2.967231006
ARHGAP9	21627	21587	19265	0.184962495	0.236632834	0.350163846
ARHGDIA	3168	1695	2294	19.88718618	36.71319816	25.54084486
ARHGDIB	10537	2374	2560	3.355496481	27.30946808	23.09509218
ARHGDIG	11469	9610	13096	2.592575361	4.302909699	1.591836793
ARHGEF1	8318	6449	5086	5.685328429	8.997455386	11.23388013
ARHGEF10	21495	17474	17957	0.191907308	0.57287468	0.476846339
ARHGEF10L	6024	6330	5485	9.57027381	9.231240766	10.21075427
ARHGEF11	6536	6490	6777	8.498893013	8.887071264	7.691697646
ARHGEF12	2738	2504	2572	22.94500705	26.00333775	22.98084034
ARHGEF15	22697	25747	24289	0.13724703	0.078039013	0.064957693
ARHGEF16	8960	3030	3734	4.891943052	21.58293323	15.73552847
ARHGEF17	7770	6006	4804	6.455973071	9.905231299	11.96614699
ARHGEF18	18276	14243	14117	0.432161135	1.201930083	1.227226131
ARHGEF19	11632	10074	9939	2.478660222	3.816288008	3.747908806
ARHGEF2	5290	4961	4802	11.35775786	12.58982262	11.96848564
ARHGEF25	10659	17167	14175	3.257745132	0.611279534	1.202650242
ARHGEF26	14081	8961	9649	1.26483554	5.054869341	4.027954567
ARHGEF26-AS1	24684	29790	25097	0.064494306	0	0.030524532
ARHGEF28	23434	17570	20106	0.107671466	0.562479617	0.286649236
ARHGEF3	10801	9498	5285	3.111118965	4.431885049	10.73801138
ARHGEF33	18990	21477	24570	0.359705143	0.242205709	0.053761569
ARHGEF34P	20319	12324	13505	0.258947494	2.02452536	1.440048816
ARHGEF35	27724	15520	18173	0	0.890460797	0.456121205
ARHGEF37	12470	14681	14391	1.976970665	1.086279938	1.133613651
ARHGEF38	24267	26985	20838	0.078553199	0.04466555	0.241660055
ARHGEF39	14034	12132	13356	1.280617788	2.148676388	1.490419727
ARHGEF4	11815	12401	15051	2.365078936	1.984116305	0.954216199
ARHGEF40	6794	4972	5219	8.024663492	12.55958149	10.90063913
ARHGEF5	19308	9693	10495	0.33355448	4.219933478	3.23629629
ARHGEF6	17585	24094	20517	0.517356355	0.129780948	0.259263278
ARHGEF7	8838	8154	8118	5.039829783	6.132249754	5.695183805
ARHGEF7-AS2	29301	26115	28321	0	0.067251081	0
ARHGEF9	7530	13021	12290	6.788681756	1.676833791	1.980300367
ARHGEF9-IT1	20485	16962	19232	0.248818595	0.636655006	0.353290309
ARID1A	5895	4665	4473	9.900601069	13.48357754	12.92390088
ARID1B	7531	8877	8288	6.785961682	5.164898191	5.49664662
ARID2	3805	5868	5456	16.53003772	10.19601485	10.30933878
ARID3A	4268	1240	1458	14.57341302	50.14022621	38.00907169
ARID3B	2953	2714	3577	21.19173145	23.87162495	16.50699646
ARID3C	19136	17310	25807	0.347353594	0.59251843	0
ARID4A	10483	10628	10405	3.401600837	3.287240099	3.316624481
ARID4B	7859	7226	7418	6.339065704	7.522805881	6.702158819
ARID5A	12099	18441	18400	2.200493835	0.469202411	0.429607392
ARID5B	13342	7899	5275	1.555230664	6.458850594	10.75236649
ARIH1	8402	9319	8776	5.575194484	4.621855258	4.949912341
ARIH2	4949	5141	5848	12.27148688	12.09119493	9.376913609
ARIH2OS	10941	17472	17565	2.992678505	0.573002794	0.520312339
ARL1	2447	1794	1553	25.6149717	35.12157664	35.75104747
ARL10	12805	12658	11866	1.802724607	1.861245635	2.241212733
ARL11	26738	27038	24087	0	0.043520579	0.072450851
ARL13A	22933	19418	19111	0.127833407	0.381603612	0.363013895
ARL13B	13275	11489	12835	1.583467792	2.559989729	1.711407766
ARL14EP	3218	7829	8222	19.56781899	6.572686232	5.578210419
ARL15	9129	6923	6403	4.697243958	8.036161286	8.317234507
ARL16	4331	4244	4628	14.35998298	15.08772746	12.41089255
ARL17A	17924	16343	18505	0.473959373	0.741109911	0.420600732
ARL17B	21489	24295	18966	0.192096286	0.122879745	0.375033927
ARL2	984	1845	2060	59.48348276	34.33492215	28.01077084
ARL2BP	12005	12921	12455	2.250144808	1.723324788	1.890868281
ARL3	3587	8292	7588	17.50987928	5.917341686	6.459008436
ARL4A	4399	3310	2712	14.03082862	19.75189742	21.849899
ARL4AP1	26500	30116	21595	0	0	0.196718467
ARL4AP2	19422	15145	14325	0.325122964	0.970545188	1.154081675
ARL4C	7248	1680	2020	7.236700916	37.00866958	28.57401155
ARL4D	7712	4204	2526	6.542847229	15.24281262	23.3970347
ARL5A	2167	2317	2166	28.74540493	27.97940007	26.71653641
ARL5B	2118	2127	2419	29.2746324	30.36014988	24.40425283
ARL6	7792	10677	12323	6.430529424	3.239240575	1.960917536
ARL6IP1	2306	644	628	27.13069484	88.6659188	80.3114371
ARL6IP1P2	28146	23576	27291	0	0.148024177	0
ARL6IP4	23349	18420	22283	0.110774434	0.472399702	0.157285407
ARL6IP5	460	1749	1156	116.56137	35.78963048	47.04988544
ARL6IP6	5055	3951	3255	11.97383807	16.32941392	18.15243555
ARL8A	3827	3959	3166	16.38357602	16.30255074	18.68759353
ARL8B	2971	3409	4238	21.05697096	19.1586526	13.79574891
ARL9	16839	26143	28337	0.622244907	0.066339384	0
ARMC1	3567	3710	4057	17.60909268	17.4953774	14.45188064
ARMC10	4947	6542	6589	12.27469587	8.778651658	7.998341447
ARMC10P1	20831	20617	26418	0.228423628	0.292235085	0
ARMC12	11134	17241	18957	2.824597698	0.602277557	0.37599041
ARMC2	13587	16760	17532	1.453020578	0.668821465	0.523962359
ARMC3	25077	23370	23225	0.051881324	0.154874232	0.110497182
ARMC4	20523	26011	25120	0.246616661	0.070113432	0.02918032
ARMC4P1	29552	31368	31616	0	0	0
ARMC5	11292	10710	10390	2.723498734	3.212959016	3.324911715
ARMC6	6151	6351	7287	9.311928494	9.189074671	6.904183627
ARMC7	9617	8908	8718	4.181835227	5.123996332	5.017746413
ARMC8	4127	5242	6018	15.1427134	11.80735013	9.011322667
ARMC9	9750	11684	9909	4.056126167	2.443721735	3.774098275
ARMCX1	3357	4634	4825	18.71320758	13.58594574	11.92425053
ARMCX2	1293	2463	2051	45.96527225	26.38561709	28.1487234
ARMCX3	2221	3012	2599	28.0733482	21.70735151	22.74094518
ARMCX4	11891	14766	13870	2.320182178	1.065557388	1.309296685
ARMCX5	8487	9824	8656	5.461796079	4.054521894	5.074289286
ARMCX5-GPRASP2	10538	11134	10805	3.35526899	2.86172181	2.991379701
ARMCX6	1394	2414	2376	43.04642044	26.86423708	24.74629383
ARMS2	30537	22227	26828	0	0.203896048	0
ARMT1	3894	1082	1875	16.11838424	56.65608271	30.51470191
ARNT	4675	4482	4007	13.15451898	14.13991997	14.58510201
ARNT2	14803	14073	14260	1.047671135	1.257606813	1.175354365
ARNTL	11459	10705	12361	2.599293116	3.217276865	1.935346585
ARNTL2	18519	13121	16567	0.408045267	1.632109622	0.659284973
ARNTL2-AS1	29879	31493	31717	0	0	0
ARPC1A	559	1119	1258	99.37118888	54.85887353	43.3700685
ARPC1B	8966	4357	4801	4.88256622	14.60779225	11.96959172
ARPC2	619	464	466	89.96626417	118.8227455	102.6587642
ARPC3	1133	705	721	51.80887134	82.30790235	72.18046984
ARPC3P1	21668	18447	13909	0.183340017	0.469114215	1.301595874
ARPC3P2	29566	31372	31619	0	0	0
ARPC4	1484	769	1067	40.85314733	75.53639434	51.48050194
ARPC5	3610	3910	4178	17.42261991	16.53400268	14.01236154
ARPC5L	5514	5261	6643	10.80276622	11.74167309	7.918449237
ARPIN	10666	10465	11202	3.251229641	3.440931843	2.678817318
ARPP19	1238	1526	1608	47.83636227	40.55728189	34.63366581
ARPP21	21101	26351	25043	0.212988476	0.060552896	0.033601796
ARR3	20187	22924	17156	0.267958487	0.171407117	0.570699729
ARRB1	10673	3827	4434	3.242297692	16.88931461	13.08804713
ARRB2	6042	5549	4961	9.541138803	10.99794547	11.53522798
ARRDC1	2711	3381	3537	23.1929978	19.29175837	16.71007016
ARRDC1-AS1	3387	5376	4596	18.52229689	11.47850638	12.5093917
ARRDC2	12406	9051	9341	2.021789235	4.951467897	4.347029584
ARRDC3	2121	2079	2470	29.26532045	31.07365098	23.97751897
ARRDC3-AS1	12886	14788	14584	1.759597224	1.059365104	1.077741642
ARRDC4	5760	6518	3662	10.22409321	8.842987648	16.08444539
ARRDC5	27607	30527	30929	0	0	0
ARSA	5561	6617	6496	10.68534504	8.623999791	8.150146731
ARSB	6831	8650	9459	7.958002057	5.432264877	4.239682154
ARSD	10173	8969	10034	3.661794477	5.046095053	3.65238383
ARSDP1	24189	15171	18138	0.080809353	0.964916508	0.45895543
ARSE	19593	4440	4503	0.311730115	14.32775211	12.83587999
ARSEP1	28000	13415	21894	0	1.512537955	0.179856884
ARSF	25348	27287	24347	0.044496756	0.037951454	0.063179654
ARSG	13004	14401	16151	1.700499189	1.157628617	0.730992232
ARSH	27605	30525	24048	0	0	0.074217471
ARSI	20557	3774	2373	0.244760073	17.14415276	24.76135087
ARSJ	18757	7232	8476	0.381450486	7.515367506	5.280702228
ARSK	9236	9818	10661	4.578771003	4.059914798	3.089709713
ART1	26564	30140	30637	0	0	0
ART2P	29556	24962	27818	0	0.101450716	0
ART3	10425	26644	28586	3.447640687	0.053463745	0
ART4	24924	13146	8255	0.057083626	1.622894801	5.538511354
ART5	6960	10281	12956	7.737926547	3.604882125	1.661877612
ARTN	8096	21544	22771	5.982137912	0.239165081	0.132716628
ARV1	4573	8313	7745	13.43353726	5.884793971	6.234267569
ARVCF	6658	9135	10053	8.267032269	4.827520007	3.634815388
ARX	26276	27713	29157	0	0.026939633	0
AS3MT	21940	26820	23902	0.17111735	0.048648882	0.080988188
ASAH1	1448	2043	2178	41.6367657	31.51729063	26.6018054
ASAH2	20011	15438	16815	0.28015766	0.908000668	0.616570994
ASAH2B	13428	13515	15767	1.519760832	1.470327593	0.805173262
ASAP1	5639	6404	5994	10.47006156	9.093908396	9.061610944
ASAP1-IT2	23732	23122	24204	0.096095457	0.163920369	0.068221577
ASAP2	9770	10086	9117	4.032577229	3.805294291	4.580591588
ASAP3	2906	4717	4554	21.54029749	13.31771223	12.68210373
ASB1	9546	8094	7681	4.254776482	6.20388804	6.320366673
ASB10	20416	29020	29903	0.253562104	0	0
ASB11	15284	26595	28564	0.928008461	0.054586344	0
ASB12	19704	28910	29840	0.303380682	0	0
ASB13	3454	7710	6175	18.23189545	6.783150981	8.735510524
ASB14	18882	20678	19817	0.369108379	0.288579458	0.305717
ASB15	26115	27418	28989	0.020177263	0.03441853	0
ASB16	13516	19462	26174	1.478578412	0.378325562	0
ASB16-AS1	12813	11635	13029	1.797162113	2.473392258	1.623833512
ASB18	22376	29355	30100	0.151513614	0	0
ASB2	1673	26888	28701	36.09916065	0.04718638	0
ASB3	17600	19142	19611	0.515195908	0.404259563	0.321865162
ASB4	26278	27351	28955	0	0.03617725	0
ASB5	25220	26303	28411	0.048142591	0.061591501	0
ASB6	9682	9116	9995	4.120384186	4.865942077	3.690261162
ASB7	9787	8677	8833	4.015879151	5.39671355	4.895401682
ASB8	4631	6540	6517	13.30198523	8.783469138	8.107863137
ASB9	25162	18082	14417	0.049586624	0.507511464	1.126505753
ASB9P1	23042	18976	21986	0.123152638	0.420149432	0.17486086
ASCC1	4183	7114	7015	14.93937626	7.698201887	7.308617382
ASCC2	7235	4374	5584	7.255822874	14.55138299	9.989085922
ASCC3	3409	3049	2723	18.43831043	21.389016	21.77473014
ASCL1	25538	18104	23188	0.039488619	0.505199924	0.112137491
ASCL2	22226	23938	27428	0.158167929	0.134902034	0
ASCL4	14851	28366	24387	1.036248491	0	0.061305799
ASCL5	13676	17239	16689	1.412647507	0.602426243	0.638201848
ASF1A	4637	8147	7984	13.27792258	6.138671852	5.931921077
ASF1B	6440	5738	8935	8.685766779	10.52520329	4.784805776
ASGR1	7209	3695	1333	7.286504177	17.55376617	41.2020771
ASGR2	26812	2522	1902	0	25.69090202	30.12785224
ASH1L	3905	6620	6366	16.04365816	8.618162999	8.387869736
ASH1L-AS1	7347	11922	13266	7.081886348	2.287942451	1.523540165
ASH1L-IT1	21006	22598	26958	0.218692577	0.186523739	0
ASH2L	3117	873	1090	20.21646274	68.22017991	50.09053642
ASIC1	13818	18622	15343	1.356043796	0.452572811	0.892942501
ASIC2	26427	20718	20417	0	0.286257422	0.264748234
ASIC3	13377	16407	15554	1.540056146	0.729733224	0.850375971
ASIC4	14285	25401	19612	1.194749646	0.087845393	0.32172921
ASIC5	24895	26791	23871	0.057988638	0.049458732	0.082336386
ASIP	15824	13088	11795	0.804759812	1.647318564	2.285310247
ASL	8775	4609	3745	5.121900929	13.70801714	15.6733591
ASLP1	29871	24037	15413	0	0.131837698	0.877906821
ASNA1	1391	1555	1554	43.10269885	39.82089814	35.74258834
ASNS	3893	1715	833	16.12146595	36.42559817	63.79480476
ASNSD1	1682	1919	1587	35.94971982	33.16589282	35.08001567
ASNSP1	29947	31524	31742	0	0	0
ASNSP3	22438	24167	27502	0.149481823	0.127493621	0
ASNSP4	30282	31667	31864	0	0	0
ASPA	24503	12779	9875	0.07057662	1.805852117	3.807968479
ASPDH	24282	12529	11403	0.078091985	1.931543665	2.55025254
ASPG	26900	21944	20215	0	0.218477705	0.279777376
ASPH	3679	5008	6619	17.07154057	12.46706645	7.958739888
ASPHD1	17476	13341	9326	0.530091789	1.5371989	4.365439379
ASPHD2	17756	14132	14901	0.494520464	1.240524717	0.991278027
ASPM	8260	7561	4934	5.766523888	7.009712917	11.59289337
ASPN	22217	24964	14629	0.158467732	0.101368303	1.068767757
ASPRV1	12558	25807	20593	1.927429337	0.076461018	0.25457684
ASPSCR1	7069	6466	6455	7.554279131	8.95692867	8.229206052
ASRGL1	16214	4181	6579	0.72827544	15.37343577	8.013943151
ASS1	2925	1194	891	21.42351865	51.6388299	60.58535177
ASS1P1	27896	26113	28320	0	0.067305492	0
ASS1P10	14917	26124	21165	1.020096187	0.066926458	0.222831538
ASS1P12	17900	16305	19400	0.477342035	0.746399235	0.338882058
ASS1P2	18593	19918	19382	0.399087108	0.340382928	0.339991328
ASS1P9	22233	29335	30085	0.157954477	0	0
ASTE1	10551	8263	8230	3.344469394	5.96434075	5.568947733
ASTL	27359	26201	28358	0	0.064638374	0
ASTN1	9474	27666	24360	4.320974812	0.028276542	0.062764469
ASTN2	15007	12924	13283	0.997576853	1.721932287	1.517604053
ASTN2-AS1	28561	26865	28692	0	0.047700452	0
ASUN	4011	7373	7250	15.58107708	7.271427441	6.956955843
ASXL1	3823	5252	4468	16.39049654	11.78328179	12.95560007
ASXL2	10296	10364	10803	3.562477693	3.530999793	2.992359406
ASXL3	8175	12355	10163	5.877680716	2.006563048	3.538865317
ATAD1	1875	4592	5335	32.60740134	13.74905218	10.61967341
ATAD2	2686	5942	6453	23.35814374	10.02870413	8.235136826
ATAD2B	8504	9809	10194	5.442906766	4.068321954	3.512829773
ATAD3A	4599	3544	4314	13.37402241	18.36732876	13.47633891
ATAD3B	5083	3326	4444	11.89101237	19.63156867	13.02922471
ATAD3C	23588	24097	21891	0.101416053	0.129747212	0.179997142
ATAD5	12204	9871	11156	2.128867516	4.014345351	2.714276723
ATAT1	9628	10251	10730	4.171758516	3.633280177	3.04510707
ATCAY	26132	27465	25147	0.01951128	0.033282492	0.027703501
ATE1	3738	4892	5074	16.85738349	12.74455731	11.26367531
ATE1-AS1	18919	21630	20503	0.36599208	0.234117038	0.259830771
ATF1	6331	5928	6293	8.89670062	10.06575426	8.507377946
ATF2	2998	4822	4844	20.89789139	12.9565983	11.86892402
ATF3	9082	2705	2613	4.750340821	23.913153	22.65396956
ATF4	359	206	203	147.4823268	236.8240828	222.121365
ATF4P3	16683	17679	15852	0.647164194	0.551968827	0.787619721
ATF4P4	19054	24111	27485	0.353944129	0.129377275	0
ATF5	10760	7653	8067	3.15417801	6.870383844	5.787633474
ATF6	4231	6141	5693	14.71787431	9.604894582	9.727532065
ATF6B	5051	5103	3614	11.98157234	12.17806756	16.30570655
ATF7	11547	9559	9679	2.537678193	4.363700562	4.009985845
ATF7IP	3432	3187	3615	18.36371366	20.45242576	16.30456666
ATF7IP2	8338	5848	5653	5.660846679	10.25449461	9.815918098
ATG10	9884	12336	11605	3.91697128	2.019164745	2.414098473
ATG101	8052	6720	7454	6.051731373	8.427835089	6.64589932
ATG10-AS1	29914	24134	21309	0	0.128577415	0.214049151
ATG12	6408	6696	6511	8.760532149	8.483315078	8.124173736
ATG12P2	16350	19181	19462	0.705085946	0.400913675	0.333710364
ATG13	3671	2716	2553	17.11775044	23.86807797	23.14405003
ATG14	7719	7686	7922	6.538569727	6.814220476	6.015324557
ATG16L1	6538	4133	4830	8.494899301	15.56648655	11.91545926
ATG16L2	10097	15185	11947	3.728774438	0.962454986	2.194380649
ATG2A	9730	8383	8472	4.076906074	5.795348085	5.284363844
ATG2B	9326	8436	8324	4.491056482	5.713197638	5.462953483
ATG3	3468	2819	3010	18.15513343	22.95989899	19.64457382
ATG4A	7251	10270	9025	7.231893824	3.611380479	4.681944866
ATG4B	4397	4156	3828	14.04044764	15.46397546	15.34415194
ATG4C	7475	12023	10719	6.871276518	2.223999088	3.051978996
ATG4D	5034	5213	6388	12.03813501	11.89104896	8.34754828
ATG5	8322	9704	8632	5.681374811	4.201836599	5.105224843
ATG7	8237	8557	8915	5.791324332	5.564194424	4.81025359
ATG9A	5535	6015	6149	10.76601578	9.890469904	8.764936608
ATG9B	15986	20566	21506	0.773133457	0.294998537	0.202217064
ATHL1	4178	4941	3840	14.96141074	12.64738453	15.30395577
ATIC	6701	6888	5322	8.188811361	8.117841066	10.65306161
ATL1	16773	14798	14435	0.632842753	1.057018279	1.123193844
ATL2	2858	3059	3338	22.01910489	21.30465046	17.71381175
ATL3	15847	8113	8194	0.800965183	6.181371999	5.61296412
ATM	3655	6476	4955	17.19742035	8.929723689	11.54488644
ATMIN	4222	3460	3137	14.7634611	18.83143378	18.8204775
ATN1	9959	6695	8373	3.846649757	8.484885398	5.398967763
ATOH1	22816	29440	30158	0.132343133	0	0
ATOH7	19365	26516	28522	0.329739315	0.056247186	0
ATOH8	12311	24280	23637	2.073542965	0.123386007	0.091291893
ATOX1	6071	4902	5125	9.488421234	12.72208964	11.1255405
ATP10A	25046	20594	23177	0.052887021	0.293199034	0.112639122
ATP10B	25755	11931	14912	0.033668239	2.278117803	0.98796084
ATP10D	10663	6767	4859	3.254831114	8.351211706	11.83165428
ATP11A	5867	4533	4603	9.972174763	13.93331562	12.49425044
ATP11A-AS1	28951	19901	21715	0	0.341875017	0.189712056
ATP11AUN	27427	30447	22953	0	0	0.12376211
ATP11B	4089	4190	4316	15.26215772	15.33512907	13.47024122
ATP11C	8266	5467	7500	5.761616896	11.20641918	6.582214876
ATP12A	15667	14729	21137	0.841515356	1.07659752	0.22403311
ATP13A1	9624	6687	7361	4.174163266	8.488416142	6.780849908
ATP13A2	6273	2789	4149	9.008917611	23.22585177	14.09972259
ATP13A3	1163	3406	4159	50.73334384	19.17436953	14.07518849
ATP13A4	19794	15294	15722	0.297045127	0.94101774	0.813405401
ATP13A5	19086	25564	23852	0.35085212	0.083123089	0.083027459
ATP13A5-AS1	14162	28309	29502	1.234644168	0	0
ATP1A1	147	513	617	401.578431	110.6897219	81.43166718
ATP1A1-AS1	12895	13055	13419	1.750968228	1.663112929	1.469088056
ATP1A2	4955	24053	19692	12.25621269	0.13121386	0.315521804
ATP1A3	14537	26342	28437	1.118651487	0.060900137	0
ATP1A4	25410	16402	18171	0.042845108	0.73085515	0.456258953
ATP1B1	114	536	515	548.5895251	104.7658858	94.42706767
ATP1B1P1	17442	17731	13707	0.533571604	0.546102325	1.36368513
ATP1B2	2340	21119	19528	26.73404468	0.262842299	0.328174884
ATP1B3	2652	2457	3796	23.63787085	26.47417061	15.44582267
ATP1B3-AS1	14820	16766	19028	1.043175286	0.667296156	0.370293586
ATP1B3P1	31894	32345	32419	0	0	0
ATP1B4	22108	27978	29314	0.163755533	0.017458465	0
ATP23	8268	10339	11552	5.758635527	3.560882712	2.452955885
ATP2A1	15000	21820	20469	0.999568984	0.224351638	0.261442451
ATP2A1-AS1	6871	15482	25577	7.894172691	0.897729362	0
ATP2A2	263	901	1042	191.7149922	66.45188756	52.83456908
ATP2A3	13842	21531	20133	1.344367739	0.239591488	0.284899817
ATP2B1	5155	787	1235	11.70925527	74.08357655	43.97317801
ATP2B2	21824	20480	17609	0.176003303	0.300227786	0.51450409
ATP2B3	22678	26756	23815	0.137819585	0.050377223	0.083865443
ATP2B4	1778	2006	1792	34.33701972	32.10904794	31.89606749
ATP2C1	4671	3091	3088	13.15905939	21.07128709	19.129993
ATP2C2	24437	15430	15836	0.072698303	0.909401702	0.791370291
ATP4A	22212	26096	24967	0.158725613	0.067688843	0.037561649
ATP4B	27279	30390	30824	0	0	0
ATP5A1	200	385	384	275.5385329	138.464025	123.9998316
ATP5A1P3	31392	26568	28548	0	0.05523877	0
ATP5B	61	156	156	1034.139603	339.2196772	301.8539837
ATP5C1	234	461	401	214.2816439	119.6752744	118.7979935
ATP5C1P1	18241	22607	22326	0.436406663	0.18610646	0.154910292
ATP5D	289	980	866	172.747738	61.41033927	62.01331575
ATP5E	636	1356	1211	87.97497137	45.61569954	44.70096799
ATP5EP2	13413	18832	16225	1.524013894	0.433279102	0.721301047
ATP5F1	486	1078	1053	113.4502704	56.73455104	52.17901247
ATP5F1P1	21919	15591	17839	0.172022732	0.880313095	0.48850018
ATP5F1P7	31286	32106	21851	0	0	0.182463506
ATP5G1	413	1983	2084	128.7486938	32.44393913	27.6979602
ATP5G1P4	28380	19464	19700	0	0.378134489	0.314749548
ATP5G2	270	1101	820	186.9491764	55.89800134	65.13339209
ATP5G3	574	1647	1785	96.45097024	37.83691405	31.94946312
ATP5H	925	2843	2713	63.14251126	22.85763635	21.84898206
ATP5HP4	12341	11657	10881	2.057740279	2.457076424	2.921725759
ATP5I	1060	2185	1796	54.99670381	29.46715509	31.86933975
ATP5J	672	1639	1511	83.9930155	37.96812175	36.82129262
ATP5J2	823	1252	1671	70.35864146	49.82709668	33.66071552
ATP5J2LP	28047	30722	31081	0	0	0
ATP5J2-PTCD1	25720	21589	21594	0.034648984	0.236418011	0.19678835
ATP5L	944	2288	2059	62.07303651	28.28214786	28.03151599
ATP5L2	23070	17048	25777	0.122226678	0.62548562	0
