Gene	TriageRank_WT	TriageRank_KO1	TriageRank_KO2	WT2_D14_DS	KO1_D14_DS	KO2_D14_DS
SMIM10L2B	3115	3341	3030	0.002537518	0.002610341	0.002801639
GHR	5252	3117	3031	0.000852562	0.003005695	0.002796871
NFE2L3	3611	3100	3032	0.001827949	0.003030349	0.002796671
BLMH	2806	3130	3033	0.003133337	0.002977317	0.002795895
EPHB1	1795	2672	3034	0.007474133	0.004108602	0.002795411
APP	3131	3315	3035	0.00250605	0.002657316	0.002792383
MRAP2	2581	2882	3036	0.003762591	0.003548217	0.002790529
FBXW8	3076	3222	3037	0.002596692	0.002813478	0.002788776
EPHA6	12215	3310	3038	0.000204081	0.002674879	0.002785768
HAVCR1	15398	3185	3039	8.75E-05	0.002864704	0.002779871
C7orf50	2944	3314	3040	0.002829831	0.002658429	0.002778606
WASF1	2844	3049	3041	0.003021628	0.003158415	0.002777621
ATG9B	1666	2739	3042	0.008638057	0.003898781	0.00277757
ARHGEF28	4568	2413	3043	0.001125428	0.004911492	0.002773854
PGRMC1	2864	3191	3044	0.002979011	0.002856477	0.002772308
PPP1R13L	3652	3156	3045	0.001787801	0.002915435	0.002769746
LVRN	3485	2168	3046	0.001985496	0.006148833	0.002768889
RUNDC3A-AS1	2896	5457	3047	0.002904948	0.000912362	0.002768814
DZIP1	3609	3467	3048	0.001828322	0.0024119	0.002766666
RAI2	1446	1117	3049	0.010760978	0.017161559	0.002764537
GALNT12	4165	3069	3050	0.001354965	0.003111252	0.002758861
KCNN1	829	4091	3051	0.023635842	0.001700088	0.002758847
EXTL1	1720	2910	3052	0.008153171	0.003486573	0.002757459
BAHD1	3236	3326	3053	0.002323222	0.002637929	0.002755129
LLGL2	3411	3101	3054	0.002085507	0.003029403	0.002754975
ASAP3	2746	3235	3055	0.003278668	0.002801064	0.002753274
CHRND	1606	2130	3056	0.009195561	0.006418911	0.002752349
DNPEP	3137	3206	3057	0.002495621	0.002834452	0.002748136
ZNF462	3147	3138	3058	0.002484891	0.002955018	0.002745261
VAMP8	3343	3174	3059	0.002169389	0.002873207	0.002744328
LINC00667	2837	3128	3060	0.003044522	0.002986493	0.002742967
INTS10	2880	3262	3061	0.002932362	0.002753532	0.0027425
IFT27	2798	3352	3062	0.003153487	0.002594063	0.002741947
CTNNA1	3003	3151	3063	0.002742516	0.002929918	0.002735708
ZIC1	20244	2720	3064	0	0.003970989	0.002731886
FNDC4	2890	3384	3065	0.002923187	0.002547364	0.002731157
ITGA2	3262	3027	3066	0.002278366	0.003218839	0.002727491
NPAS2	3476	3039	3067	0.001999843	0.003189385	0.002725744
A1BG-AS1	3413	4046	3068	0.002077153	0.00173704	0.002724647
HCN2	2254	4072	3069	0.004922503	0.001716149	0.002723164
PDE6A	12922	3335	3070	0.000178202	0.002621228	0.00272179
EHD2	6141	3662	3071	0.000634865	0.00216446	0.002720751
GPSM1	2630	3289	3072	0.003607083	0.002703878	0.002716845
KLF8	4186	3184	3073	0.001342416	0.002864721	0.002716325
NEK6	3945	3201	3074	0.001522252	0.002842585	0.002712025
CES5AP1	1534	1457	3075	0.009890118	0.012081529	0.002711282
C11orf45	1846	4065	3076	0.007087188	0.00171909	0.002709858
KLC3	4780	3261	3077	0.00102932	0.002755506	0.002706419
UNC5B-AS1	1937	5594	3078	0.006455232	0.000863794	0.002704968
NRTN	2361	3668	3079	0.004527659	0.002144762	0.002704415
KRT18	3540	3228	3080	0.001923262	0.002806953	0.002703735
HEATR1	3087	3192	3081	0.00257813	0.002855952	0.002702725
QKI	2583	3205	3082	0.00375421	0.002834938	0.002696968
MAPRE2	2769	3657	3083	0.003226769	0.002167159	0.002696239
MYLIP	3653	3322	3084	0.001787359	0.002643853	0.002693025
POU3F1	4897	2499	3085	0.000985051	0.004640402	0.002691948
FAM188B	4120	3477	3086	0.001382219	0.002398587	0.002691815
PLXNB2	3290	3342	3087	0.002248578	0.00260805	0.002690638
EDARADD	9205	2697	3088	0.000329566	0.00404688	0.002688645
GPR173	2208	3313	3089	0.005120824	0.002660924	0.002687449
RHOBTB3	2723	3176	3090	0.00332391	0.002871284	0.002684909
PENK	7912	5754	3091	0.000411946	0.000813211	0.002678848
LOXL4	1832	3041	3092	0.007162924	0.003184406	0.002674982
Mar-09	3055	3297	3093	0.002643053	0.00269091	0.00266985
LGALS13	19150	2894	3094	0	0.003528459	0.002667699
TBC1D30	2141	2942	3095	0.005407787	0.003384853	0.002665408
BCR	3297	3000	3096	0.002234068	0.003272958	0.002664023
SDC2	3499	3363	3097	0.001975478	0.002575848	0.002662884
SEMA3C	2900	3265	3098	0.002901485	0.002748275	0.002660626
TRIO	3194	3238	3099	0.002398737	0.002798118	0.002659114
ERG	2427	7023	3100	0.004288218	0.000544674	0.002657333
ADGRA1	4993	2041	3101	0.000948467	0.006933207	0.0026563
TEAD2	2727	3226	3102	0.003318449	0.002810413	0.002655273
CYR61	3724	3543	3103	0.001719215	0.002306244	0.002655004
TGFA	918	2632	3104	0.020656852	0.004236327	0.002651557
TXLNG	2822	3202	3105	0.003080625	0.002840459	0.002650133
BICC1	2731	2990	3106	0.003313717	0.003295544	0.002649747
NUDT10	2420	3264	3107	0.004308996	0.002750694	0.002648966
HRAT92	1754	2696	3108	0.007824019	0.004048803	0.002647088
UGT8	6164	2927	3109	0.000630018	0.003432438	0.002646644
PRPS2	3519	3391	3110	0.001949372	0.00252461	0.002645095
TYRO3	3571	3196	3111	0.001873636	0.002853376	0.002642743
FAM151A	14055	3096	3112	0.000139676	0.003043301	0.002641643
GIP	1932	3065	3113	0.006488773	0.00311943	0.002640245
SPX	5637	3242	3114	0.000750208	0.002788496	0.002639844
MED12	3042	3211	3115	0.002666723	0.002827407	0.002639622
CYP2S1	6776	3126	3116	0.000531322	0.002987785	0.002638728
UNC13A	1570	2618	3117	0.009501575	0.004282838	0.002637824
ITGA6	2794	3034	3118	0.003158406	0.003199287	0.002635623
HMGB1	2852	3292	3119	0.003003211	0.002699291	0.002633477
ARMCX3	2962	3351	3120	0.002800781	0.00259538	0.002632376
PARD6G	3134	3319	3121	0.002503422	0.002647171	0.00263184
C3orf52	3209	3194	3122	0.002364281	0.002854561	0.002624148
HIST1H4J	2713	3006	3123	0.003353056	0.003257934	0.002622719
ESR1	1328	4063	3124	0.012214061	0.001719532	0.00262108
MYO18A	2675	3275	3125	0.003462287	0.002734758	0.002619547
ZNF488	7201	3108	3126	0.000476595	0.003016919	0.002617048
HLA-J	3001	3775	3127	0.002745302	0.002022881	0.002615606
ASB9	13256	4426	3128	0.000167606	0.001421503	0.002612909
FREM1	2943	3816	3129	0.002830587	0.001987646	0.002612273
PCDHGA1	1131	1257	3130	0.015656149	0.014885961	0.002610851
STEAP3	2777	3494	3131	0.003211273	0.002375605	0.002606236
OGFRP1	4207	3380	3132	0.001328804	0.002553552	0.002601178
ALB	18310	3595	3133	0	0.00224658	0.002600608
KLF13	3089	3263	3134	0.002574822	0.002753028	0.002595148
RASEF	7669	2602	3135	0.000432975	0.004333566	0.002590287
SORT1	3045	3392	3136	0.002662478	0.002523773	0.002588587
C11orf80	3883	3302	3137	0.001577068	0.002685118	0.00258807
CLIC3	7376	3258	3138	0.000458258	0.002757247	0.002586729
MRPL23-AS1	3590	4210	3139	0.001856443	0.001594644	0.002584198
CDH2	2734	3153	3140	0.003304695	0.002917609	0.002583697
LSP1	8840	4009	3141	0.000348562	0.001769955	0.002583681
F2R	3251	3188	3142	0.00229545	0.00286287	0.002581353
NR3C2	2749	2919	3143	0.003277788	0.003442963	0.002579521
NECTIN2	3338	3247	3144	0.002173821	0.002775897	0.002574407
UNC79	1195	3328	3145	0.014303467	0.002637398	0.00256807
VGF	20211	3954	3146	0	0.001827743	0.002567725
GAREM2	5181	2780	3147	0.000877189	0.003784306	0.002566632
SYT5	1664	3087	3148	0.008653251	0.003060738	0.002555947
ALDH1B1	2649	3234	3149	0.003549621	0.002802193	0.002555191
SNTB1	13887	3127	3150	0.000145444	0.002987633	0.002554777
SIGIRR	3111	3296	3151	0.002542897	0.002692714	0.002553891
ALG13	3154	3399	3152	0.002461351	0.002500439	0.002550263
ICA1	3092	3371	3153	0.002568798	0.002563009	0.002549456
SLC7A7	15208	3210	3154	9.56E-05	0.002828604	0.00254928
RASL11B	2850	3459	3155	0.003009953	0.002421144	0.002545834
EDAR	3279	4244	3156	0.002255881	0.001565093	0.002544602
GREM2	2924	3377	3157	0.002865093	0.002556378	0.002541788
SBK1	3171	3107	3158	0.00244179	0.00301779	0.00254037
HKDC1	15476	3091	3159	8.35E-05	0.003049683	0.002537466
C5	6900	3514	3160	0.00051476	0.002340881	0.00253447
MAN1C1	883	2703	3161	0.021646268	0.004021941	0.002534348
SLC6A1	1861	2538	3162	0.006942717	0.004507294	0.002531244
DCBLD1	4189	3212	3163	0.001339362	0.002826691	0.002530471
SLC2A5	15576	3105	3164	7.89E-05	0.003020048	0.002527908
CHMP6	3064	3484	3165	0.002620177	0.002390326	0.002526404
FANK1	2981	3416	3166	0.002774902	0.002479754	0.00252359
FNDC1	5119	3109	3167	0.000899242	0.003016816	0.002521027
MTMR7	4417	3538	3168	0.001199947	0.002309224	0.002519843
ECE1	3477	3332	3169	0.001998456	0.002623684	0.002519348
ARHGEF9	2300	3577	3170	0.004731398	0.002269578	0.00251711
RGL1	2948	3555	3171	0.002826396	0.002286278	0.002515997
DENND2C	3547	2763	3172	0.001910822	0.003828444	0.002514619
LGI1	4641	3636	3173	0.001092835	0.002190399	0.002514138
CD44	3457	4591	3174	0.002018977	0.001316959	0.002513684
SCRT1	1637	3573	3175	0.008879252	0.002272274	0.002513208
PRIMA1	1719	3671	3176	0.008156074	0.002139647	0.002512711
NKX1-2	3658	1416	3177	0.001779165	0.012508153	0.00251128
ITGA7	2666	3480	3178	0.003491068	0.002395706	0.002511008
LRRC15	5088	2246	3179	0.000908471	0.005684277	0.002506769
CRYL1	3102	3673	3180	0.002554956	0.002137283	0.002505549
IL13RA1	3304	3213	3181	0.002224898	0.002825953	0.002502519
SLC47A1	2439	3013	3182	0.004250375	0.003245362	0.002497231
HSPB8	2627	3169	3183	0.003614354	0.002882297	0.002490612
TGFB2	2366	3541	3184	0.004509189	0.002308375	0.002489852
ANK2	2088	3318	3185	0.005670221	0.002649007	0.002489757
RASAL1	2703	4935	3186	0.00336593	0.001134795	0.002487903
LARGE1	3309	3147	3187	0.002217969	0.002934381	0.00248675
SVIL	2497	3395	3188	0.004060536	0.002513471	0.002485769
GALNT6	7064	3283	3189	0.000494056	0.002716658	0.00248467
PAK1	3284	3250	3190	0.002253663	0.002770293	0.002483102
NID1	2683	3532	3191	0.003424356	0.002318004	0.002481759
ZNF804B	9133	3293	3192	0.000333686	0.002695178	0.002481457
ATP12A	1792	1772	3193	0.007483793	0.008956335	0.002477703
SMOX	4534	3172	3194	0.001137681	0.00287881	0.002475963
LINC01451	4076	4764	3195	0.001411986	0.00122118	0.002471436
FMO1	17058	3249	3196	2.55E-05	0.002774949	0.002470233
GABRA4	11180	4930	3197	0.000242948	0.001136481	0.002470132
CYP1A1	9858	3627	3198	0.000297244	0.002207309	0.002467644
ADRA1D	1715	1569	3199	0.00820243	0.010892321	0.002466805
DNAL4	2750	3267	3200	0.003277604	0.002747246	0.002465982
FOXK1	3104	3189	3201	0.002551203	0.002859008	0.002464926
HAAO	10962	3576	3202	0.000251237	0.002270979	0.002463352
ADAMTS20	5979	3528	3203	0.000663942	0.002323676	0.002463227
VLDLR	3198	3633	3204	0.002387619	0.002200723	0.002460278
MT1L	19605	20011	3205	0	0	0.002459565
DEFB1	18691	4138	3206	0	0.001650752	0.002459186
TACSTD2	6074	2766	3207	0.000646968	0.003822258	0.002456308
LINC00472	3708	3898	3208	0.001730449	0.001890039	0.002453874
MSI2	3037	3298	3209	0.0026794	0.002688645	0.002453477
OAT	3746	3473	3210	0.001700376	0.002405787	0.002451748
EPCAM	4310	3308	3211	0.001252761	0.002678121	0.002451017
PTTG1IP	3197	3400	3212	0.002388158	0.002499771	0.002448919
SYT10	4012	3453	3213	0.001475103	0.002427369	0.002447231
CDCA7L	2623	3632	3214	0.003627359	0.002203289	0.002444001
SEMA7A	3157	3142	3215	0.002460774	0.00295087	0.002443992
ANXA4	4248	3223	3216	0.00129614	0.002812742	0.002443615
JAK1	3321	3550	3217	0.002198833	0.002287503	0.002440278
HHIP-AS1	5753	3870	3218	0.000722358	0.001925715	0.002439809
OTUD5	3458	3499	3219	0.002018324	0.002356617	0.002438252
C1S	5029	3446	3220	0.000934153	0.002436468	0.002437379
GSTP1	3386	3396	3221	0.002119152	0.002512438	0.002435977
MS4A15	19596	3177	3222	0	0.002871175	0.002435664
ALPK3	3204	3036	3223	0.00237431	0.003192799	0.002434743
HIST1H4E	2868	3437	3224	0.002965756	0.002451495	0.002434705
ICAM5	148	4349	3225	0.136225364	0.001475166	0.002433842
LARP6	3167	3517	3226	0.002442615	0.002333662	0.002433738
PTENP1-AS	2046	18899	3227	0.005874342	0	0.002430491
ANKS1A	4705	3295	3228	0.001064877	0.002692778	0.002430369
SPG20	3797	3469	3229	0.001652983	0.00241011	0.002426367
CRIM1	4720	3495	3230	0.001057736	0.00236968	0.002426252
L1TD1	9106	3601	3231	0.000335232	0.002236834	0.002424596
SNX12	3176	3362	3232	0.002431214	0.002577453	0.002423234
ZNF75D	3622	3356	3233	0.001811523	0.002587761	0.002422993
DUSP22	2935	3290	3234	0.002844235	0.002702106	0.002422845
DDN	338	2032	3235	0.068617633	0.007024915	0.002422
TNS1	2978	3936	3236	0.002777369	0.001853153	0.002419357
LINC01607	2072	2574	3237	0.005735239	0.00439844	0.002418572
DOK6	3231	2634	3238	0.002334808	0.004233088	0.002413478
MOV10L1	7107	10610	3239	0.000487213	0.000281055	0.002410804
ZBTB38	3264	3462	3240	0.00227607	0.002416789	0.0024092
MELTF	3808	3324	3241	0.001640563	0.002642416	0.002407634
TMEM125	5154	3344	3242	0.000886659	0.002606064	0.002407368
UBR4	3258	3386	3243	0.002285364	0.002535339	0.002400884
MCHR1	14051	3444	3244	0.000139811	0.002440922	0.002400217
LRP4	3435	3327	3245	0.002040642	0.002637399	0.00239858
C2orf16	3259	4322	3246	0.00228413	0.001488468	0.00239595
CEACAM20	4453	4323	3247	0.001176915	0.001488409	0.002395332
ANXA3	3707	3387	3248	0.001730987	0.00253168	0.00239487
BEX4	2911	3527	3249	0.002893111	0.002324663	0.002394046
BAALC	1631	3647	3250	0.008929251	0.002174341	0.002391843
IL1R1	14474	3420	3251	0.000123948	0.002475538	0.002390722
RGS3	3063	3489	3252	0.002623343	0.002384373	0.002388469
C5orf30	3705	3373	3253	0.001731439	0.002560674	0.002386306
PLLP	3212	3116	3254	0.002360786	0.003007709	0.002384117
WNK4	7134	4286	3255	0.000484183	0.001524432	0.002381353
LINC01356	7984	3255	3256	0.000405744	0.002761366	0.002380325
RCAN3	4029	3325	3257	0.001459588	0.002638413	0.002380046
LRRC49	2117	3526	3258	0.005522308	0.002325079	0.002379658
RIN2	3377	3844	3259	0.002129466	0.001962498	0.002375038
SLC19A3	17030	3260	3260	2.62E-05	0.002755949	0.002374335
CHST9	16111	3080	3261	5.74E-05	0.003082811	0.002374184
PFN2	3225	3511	3262	0.002342837	0.002344174	0.002373745
SLC1A1	5880	3227	3263	0.000688777	0.002808864	0.002371729
CPED1	6025	4359	3264	0.000654773	0.001468428	0.002367276
MTCL1	4779	3082	3265	0.001030643	0.003078135	0.002366373
PROS1	3517	3630	3266	0.001953054	0.002204851	0.002365417
CCDC57	3081	3608	3267	0.002590569	0.002222644	0.002360868
ELMO1	2679	3286	3268	0.003447272	0.002707263	0.002360031
CTU1	2988	3475	3269	0.002766485	0.00240004	0.002355789
RXRA	3854	3312	3270	0.001597604	0.00266337	0.002355267
CER1	3419	4475	3271	0.002070424	0.001390931	0.002353939
CNNM1	1409	2163	3272	0.011194167	0.006161163	0.002353933
NPSR1-AS1	15458	4228	3273	8.41E-05	0.001576461	0.002351431
RGAG4	2448	3876	3274	0.004215953	0.001918483	0.002346983
IP6K3	3173	3863	3275	0.00243664	0.001934578	0.002344756
PCDHGA7	1729	1713	3276	0.007999286	0.009475134	0.002342279
UBLCP1	2977	3407	3277	0.002780481	0.002488051	0.002338831
SCG3	8272	3118	3278	0.000386718	0.003000048	0.002338712
PNMAL1	2893	3452	3279	0.002919911	0.002428247	0.00233847
NRAP	3009	1923	3280	0.002728	0.007741459	0.002338138
CFD	2517	3549	3281	0.003965103	0.002290965	0.002336705
TLR5	3199	3878	3282	0.002382384	0.001914754	0.002334445
FHIT	2767	3733	3283	0.003229523	0.002062247	0.002333775
YAE1D1	3052	3425	3284	0.00265248	0.002467552	0.002332199
SLC25A4	2215	3281	3285	0.005067967	0.002716992	0.002328876
TUBB6	3235	3519	3286	0.002323344	0.002331011	0.002326087
FAM155B	2593	1951	3287	0.003707128	0.007481338	0.002324425
LGALS14	19151	4445	3288	0	0.001413208	0.002321903
FBN2	2476	3598	3289	0.004134993	0.002240987	0.002317597
ST6GAL1	3215	3730	3290	0.002356752	0.002063838	0.002317547
FAM104B	2891	3375	3291	0.002922686	0.002558681	0.002315174
ZC3H3	3463	3481	3292	0.002012831	0.002394911	0.002314676
PKM	2963	3405	3293	0.002800283	0.002489874	0.002309002
PHF6	2812	3575	3294	0.003113325	0.002271209	0.002308926
FAM105A	3530	3516	3295	0.001933366	0.002337733	0.002305858
MAATS1	6065	3214	3296	0.000648015	0.00282579	0.002303511
SYNE3	11470	3131	3297	0.000231825	0.002974919	0.002302863
TUBB4A	4598	2885	3298	0.001115457	0.003545751	0.002302574
ATP1A1	2807	3428	3299	0.003129642	0.00246062	0.002302124
COL6A1	3390	3732	3300	0.002110292	0.002062947	0.002300978
PCTP	3490	3471	3301	0.001982472	0.00240984	0.002300174
FAM65A	3467	2764	3302	0.002009607	0.003825276	0.002299779
CSF1	4315	3916	3303	0.001251575	0.001872475	0.002298721
PLEC	4104	3479	3304	0.001394742	0.002395985	0.002296852
MXRA5	10066	3379	3305	0.000288335	0.002555331	0.00229316
PCDHGA2	1228	1598	3306	0.013798584	0.010613237	0.002292644
SH2D3A	5652	3340	3307	0.00074723	0.002615918	0.002290937
PCDHA5	2810	2863	3308	0.003120498	0.003592566	0.002288112
CXorf38	3336	3457	3309	0.002177093	0.002422869	0.002287253
MAMLD1	4626	2721	3310	0.001102537	0.003967835	0.002286911
KIFC2	3120	3842	3311	0.002529403	0.00196446	0.002285364
FAM150A	18756	2931	3312	0	0.003414764	0.00228522
HIST1H2AB	2997	3451	3313	0.002747817	0.002429992	0.00228489
PEMT	2817	3488	3314	0.003090016	0.002385264	0.002284745
QPCT	3938	4616	3315	0.001526581	0.001307434	0.002280121
SLC25A21	990	2278	3316	0.01884839	0.005549338	0.002276207
NAV1	2498	3745	3317	0.00404892	0.00205359	0.002274675
TLE3	3596	3186	3318	0.001850093	0.002863621	0.00227409
THBS4	1207	3924	3319	0.014076568	0.001863808	0.002272507
FAM111B	3051	3052	3320	0.002655002	0.003148969	0.00227244
NECTIN3	3637	3509	3321	0.001799394	0.002345167	0.002271165
FAM47E	2707	3294	3322	0.003361104	0.002693839	0.002271149
SMIM3	3028	4022	3323	0.002692298	0.001756697	0.002265685
YTHDF1	3679	3458	3324	0.001755573	0.002421388	0.002265602
STAB1	6099	4223	3325	0.000641347	0.001581428	0.002264961
DTX1	18724	4510	3326	0	0.001368991	0.002262963
ZNF335	3355	3349	3327	0.002153592	0.002598431	0.002262676
ADM2	10419	3747	3328	0.000272904	0.002052848	0.002261588
COL21A1	5687	5022	3329	0.000737802	0.001090305	0.002259567
KIFC3	3798	3593	3330	0.001651041	0.002252181	0.002259092
SLC38A5	15927	3412	3331	6.44E-05	0.002485908	0.002258068
PM20D2	3056	3483	3332	0.00264149	0.002392203	0.002258062
TDRD7	3855	3288	3333	0.001597261	0.002704064	0.002257778
CDK14	3250	3643	3334	0.002296187	0.002179448	0.002256701
RIMS3	2491	3822	3335	0.004074476	0.001982695	0.002256519
VIPR1	4648	2776	3336	0.00108907	0.003788928	0.002255901
SYAP1	3967	3369	3337	0.001503722	0.002567038	0.002251191
AOC1	14068	5041	3338	0.000139342	0.001084864	0.002251151
HIST1H4B	2991	3474	3339	0.002761193	0.002403023	0.002251113
SOCS3	3778	3728	3340	0.001673907	0.002065168	0.002247794
DLGAP1	4114	4106	3341	0.001386443	0.0016851	0.002246448
ANKRD18CP	3974	3460	3342	0.00149511	0.002420186	0.002245763
MGST2	3322	3372	3343	0.002198758	0.002560976	0.002244573
EXPH5	3768	3216	3344	0.001680152	0.002821119	0.002243861
RBP1	2778	3741	3345	0.003211167	0.002056978	0.002242693
NDFIP2	3300	3492	3346	0.00223102	0.002376718	0.002242304
LINC01057	4405	3418	3347	0.001203306	0.002478802	0.002237748
TEX26	10298	19061	3348	0.000277907	0	0.002236901
C1QTNF1-AS1	1090	4486	3349	0.016654644	0.001381366	0.002233894
SHISA3	7628	4455	3350	0.000435504	0.001406516	0.002233047
LRP6	3381	3284	3351	0.002123036	0.002711558	0.002232976
BDKRB2	11193	4774	3352	0.000242609	0.001214241	0.002232486
N4BP3	2957	3385	3353	0.002811886	0.002543188	0.002232074
FBLL1	3758	3768	3354	0.001692394	0.002030526	0.00222728
CAP2	2434	3547	3355	0.00426491	0.00229438	0.002226992
LYN	3094	3279	3356	0.002566088	0.002718706	0.002222588
STX18-AS1	2322	3389	3357	0.004668445	0.002526069	0.002217519
RAPGEF4	1082	3182	3358	0.016796368	0.002866179	0.002215562
ITPKB	2936	3507	3359	0.00283906	0.002348121	0.002213385
NFIL3	3224	3276	3360	0.002345863	0.002730058	0.00221336
INSR	3368	3502	3361	0.002137403	0.002355702	0.002213112
FAM181B	3500	2438	3362	0.001975406	0.004829854	0.002212942
AXIN2	3010	3439	3363	0.002726749	0.002444636	0.002212252
EGLN1	3205	3329	3364	0.002371059	0.002636392	0.002209519
PGK1	3049	3562	3365	0.002659151	0.002281036	0.002203684
RNASE1	7915	3170	3366	0.000411463	0.002880354	0.002203583
COX7C	3065	3623	3367	0.00261724	0.002209206	0.002203297
COL9A2	3033	4892	3368	0.002683851	0.001156731	0.002202533
ATXN7L2	2350	3449	3369	0.004585736	0.002431482	0.002201483
HSD17B8	2953	3802	3370	0.00281685	0.001999879	0.002201242
PPP2R3A	2964	3740	3371	0.002796066	0.002057399	0.002200296
SLC25A53	3152	2698	3372	0.002466296	0.00403567	0.002199949
BMF	3317	3523	3373	0.002204189	0.002328849	0.002199862
KLHL9	3351	3678	3374	0.002156349	0.00213139	0.002197741
FRMPD2	2076	3068	3375	0.00572133	0.003112681	0.002197647
RPS6KC1	3237	3599	3376	0.002321944	0.002239112	0.002197375
RBMX2	3048	3463	3377	0.002661027	0.002415529	0.002196534
FAM199X	3302	3539	3378	0.002226547	0.002308508	0.002193761
SNX7	3323	3433	3379	0.002193969	0.002454513	0.002193476
PERM1	1955	3021	3380	0.006379683	0.003225608	0.002193411
CCNJL	3124	3285	3381	0.00251698	0.002708454	0.002193113
PBX1	3058	3651	3382	0.002634867	0.002170285	0.00218999
SLC45A3	4512	4118	3383	0.001145272	0.001673889	0.002188409
KCNG2	3514	1973	3384	0.001955128	0.007394472	0.002187883
