gene	DS	TRIAGE_RANK
4916	EEF1DP3	0.000476365	7003
4917	EEF1E1	0.000438423	7386
4918	EEF2	0.000841147	5161
4919	EEF2K	0.0002732	10149
4920	EEF2KMT	0.000171793	12860
4921	EEFSEC	0.010117958	1488
4922	EEPD1	0.00038574	8030
4923	EFCAB1	3.14e-05	16636
4924	EFCAB10	0	18445
4925	EFCAB11	0.000280078	9986
4926	EFCAB12	3.55e-05	16506
4927	EFCAB13	0.000639163	5981
4928	EFCAB14	0.000677049	5795
4929	EFCAB14-AS1	1.54e-05	17201
4930	EFCAB2	0.000833425	5190
4931	EFCAB3	0	18446
4932	EFCAB5	0.000330322	8958
4933	EFCAB6	0.003912173	2463
4934	EFCAB6-AS1	0	18447
4935	EFCAB7	0.000143868	13681
4936	EFCC1	0.009656641	1537
4937	EFEMP1	0.002493971	3069
4938	EFEMP2	0.00067048	5830
4939	EFHB	9.77e-05	14908
4940	EFHC1	0.00052886	6618
4941	EFHC2	0.010550353	1453
4942	EFHD1	0.017443661	1029
4943	EFHD2	0.001863895	3509
4944	EFL1	0.000352964	8553
4945	EFNA1	0.019558501	967
4946	EFNA2	0.019061685	977
4947	EFNA3	0.009766651	1529
4948	EFNA4	0.00048784	6929
4949	EFNA5	0.008396042	1654
4950	EFNB1	0.060210426	359
4951	EFNB2	0.014961361	1138
4952	EFNB3	0.07504903	285
4953	EFR3A	0.000353373	8546
4954	EFR3B	0.011284751	1396
4955	EFS	0.015189659	1129
4956	EFTUD1P1	0.000295516	9675
4957	EFTUD2	0.000385929	8027
4958	EGF	0.003750932	2507
4959	EGFEM1P	0.012022652	1330
4960	EGFL6	0.005904797	1998
4961	EGFL7	0.039929012	515
4962	EGFL8	6.82e-06	17564
4963	EGFLAM	0.009288909	1568
4964	EGFLAM-AS2	0	18448
4965	EGFLAM-AS4	0	18449
4966	EGFR	0.002110044	3309
4967	EGFR-AS1	1.08e-05	17391
4968	EGLN1	0.002275835	3200
4969	EGLN2	0.000125046	14212
4970	EGLN3	0.001226406	4273
4971	EGOT	9.26e-06	17446
4972	EGR1	0.000177115	12713
4973	EGR2	0	18450
4974	EGR3	0.008126455	1684
4975	EGR4	0	18451
4976	EHBP1	0.039370804	528
4977	EHBP1L1	0.004589098	2275
4978	EHD1	0.00041422	7656
4979	EHD2	0.000390315	7962
4980	EHD3	0.000585514	6277
4981	EHD4	0.000679322	5785
4982	EHD4-AS1	2.4e-05	16876
4983	EHF	0	18452
4984	EHHADH	6.83e-05	15629
4985	EHMT1	0.000258439	10527
4986	EHMT2	0.000263635	10393
4987	EI24	0.0003557	8513
4988	EID1	0.000302938	9502
4989	EID2	0.001617044	3760
4990	EID2B	9.24e-05	15037
4991	EID3	1.56e-05	17191
4992	EIF1	0.00040059	7827
4993	EIF1AD	9.76e-05	14910
4994	EIF1AX	0.000303207	9493
4995	EIF1AX-AS1	0	18453
4996	EIF1AY	6.78e-05	15645
4997	EIF1B	0.000144279	13670
4998	EIF1B-AS1	0.000127407	14147
4999	EIF2A	0.000283298	9914
5000	EIF2AK1	0.000254292	10630
5001	EIF2AK2	0.000178524	12666
5002	EIF2AK3	0.000155639	13336
5003	EIF2AK4	0.000459707	7165
5004	EIF2B1	0.000187095	12426
5005	EIF2B2	0.000159407	13209
5006	EIF2B3	0.000378693	8124
5007	EIF2B4	0.000186185	12452
5008	EIF2B5	0.000273821	10137
5009	EIF2D	0.000529721	6610
5010	EIF2S1	0.000186575	12440
5011	EIF2S2	0.000382202	8073
5012	EIF2S3	0.000582685	6294
5013	EIF3A	0.00040804	7733
5014	EIF3B	0.000401771	7813
5015	EIF3C	4.33e-06	17658
5016	EIF3CL	3.97e-07	17830
5017	EIF3D	0.000331933	8919
5018	EIF3E	0.000605179	6159
5019	EIF3F	0.000404726	7779
5020	EIF3G	0.000352897	8554
5021	EIF3H	0.001319416	4136
5022	EIF3I	0.000247489	10800
5023	EIF3J	0.000195044	12198
5024	EIF3J-AS1	0.000107069	14684
5025	EIF3K	0.000400643	7826
5026	EIF3L	0.000429933	7479
5027	EIF3M	0.000608102	6142
5028	EIF4A1	8.69e-05	15166
5029	EIF4A2	0.000572932	6343
5030	EIF4A3	0.000293007	9721
5031	EIF4B	0.000569292	6360
5032	EIF4E	0.000191059	12305
5033	EIF4E1B	0.001975399	3427
5034	EIF4E2	0.000232978	11185
5035	EIF4E3	0.00622458	1929
5036	EIF4EBP1	0.000740853	5535
5037	EIF4EBP2	0.000333945	8883
5038	EIF4EBP3	1.56e-05	17192
5039	EIF4ENIF1	0.000190642	12322
5040	EIF4G1	0.000240184	10976
5041	EIF4G2	0.000392676	7928
5042	EIF4G3	0.000565398	6386
5043	EIF4H	0.000401428	7815
5044	EIF5	0.000315278	9231
5045	EIF5A	0.000352065	8568
5046	EIF5A2	0.000161889	13145
5047	EIF5AL1	1.72e-05	17139
5048	EIF5B	0.000148999	13522
5049	EIF6	0.000248098	10786
5050	ELAC1	0.000112321	14538
5051	ELAC2	0.000364426	8361
5052	ELAVL1	0.000288585	9813
5053	ELAVL2	0.081572247	263
5054	ELAVL3	6.59e-05	15701
5055	ELAVL4	0	18454
5056	ELDR	0	18455
5057	ELF1	0.000210469	11763
5058	ELF2	0.000523738	6668
5059	ELF3	0.000594715	6221
5060	ELF4	0.001082335	4541
5061	ELF5	0.000652097	5914
5062	ELFN1	0.038277404	536
5063	ELFN1-AS1	0.000845016	5145
5064	ELFN2	0.006483026	1888
5065	ELK1	0.001013759	4693
5066	ELK3	0.000994964	4740
5067	ELK4	0.000347601	8639
5068	ELL	0.000189191	12358
5069	ELL2	0.000618052	6096
5070	ELL3	1.12e-05	17366
5071	ELMO1	0.002984383	2809
5072	ELMO1-AS1	3.89e-05	16392
5073	ELMO2	0.000431191	7463
5074	ELMO3	5.87e-05	15871
5075	ELMOD1	0.014067462	1196
5076	ELMOD2	0.00026563	10341
5077	ELMOD3	0.0002074	11843
5078	ELMSAN1	0.00142938	3990
5079	ELN	0.001080346	4546
5080	ELOF1	0.000141919	13724
5081	ELOVL1	0.000154663	13363
5082	ELOVL2	0.00599104	1973
5083	ELOVL2-AS1	0	18456
5084	ELOVL3	0.000686533	5751
5085	ELOVL4	0.001381676	4042
5086	ELOVL5	0.00176143	3613
5087	ELOVL6	0.00164399	3730
5088	ELOVL7	0.000134262	13942
5089	ELP2	0.000270405	10218
5090	ELP3	0.000753061	5492
5091	ELP4	0.001090774	4523
5092	ELP5	0.001246138	4244
5093	ELP6	0.000281655	9959
5094	EMB	0.000243437	10911
5095	EMBP1	7.25e-05	15520
5096	EMC1	0.000221949	11453
5097	EMC10	0.00239045	3130
5098	EMC2	0.000555561	6449
5099	EMC3	0.000611586	6124
5100	EMC3-AS1	0.000100165	14846
5101	EMC4	0.000246519	10815
5102	EMC6	4.38e-05	16239
5103	EMC7	0.000220199	11494
5104	EMC8	0.000323324	9089
5105	EMC9	8.06e-05	15333
5106	EMCN	0.000395513	7896
5107	EMD	0.000209255	11795
5108	EME1	0.000125463	14199
5109	EME2	7.05e-05	15570
5110	EMG1	5.92e-05	15851
5111	EMID1	0.004229504	2365
5112	EMILIN1	0.000284787	9882
5113	EMILIN2	0.056748152	382
5114	EMILIN3	0.003872466	2473
5115	EML1	0.088117027	241
5116	EML2	0.000661097	5871
5117	EML3	0.000260789	10471
5118	EML4	0.00043301	7447
5119	EML5	4.79e-05	16130
5120	EML6	0.005165355	2139
5121	EMP1	2.34e-05	16898
5122	EMP2	0.003848937	2476
5123	EMP3	0.000254017	10636
5124	EMSY	0.000278549	10026
5125	EMX1	0	18457
5126	EMX2	0.008859584	1614
5127	EMX2OS	0	18458
5128	EN1	0.083865786	258
5129	EN2	0.024908751	780
5130	ENAH	0.003804567	2489
5131	ENAM	6.01e-06	17598
5132	ENC1	0.00096471	4835
5133	ENDOD1	0.000323124	9094
5134	ENDOG	0.00037104	8245
5135	ENDOU	5.25e-05	16015
5136	ENDOV	0.007564746	1752
5137	ENG	0.000287759	9827
5138	ENGASE	0.000530227	6606
5139	ENHO	0.000672947	5814
5140	ENKD1	0.000196605	12144
5141	ENKUR	9.59e-05	14958
5142	ENO1	0.0007429	5526
5143	ENO1-AS1	1.86e-05	17089
5144	ENO2	0.001356064	4086
5145	ENO3	0.000407844	7735
5146	ENO4	0.000390741	7957
5147	ENOPH1	0.000381536	8085
5148	ENOSF1	0.000299114	9585
5149	ENOX1	0.006888702	1835
5150	ENOX2	0.007535967	1756
5151	ENPEP	0.001605479	3774
5152	ENPP1	0.001152231	4410
5153	ENPP2	0.000311798	9309
5154	ENPP3	2.99e-05	16683
5155	ENPP4	0.0004652	7114
5156	ENPP5	0.001033194	4654
5157	ENPP6	0	18459
5158	ENPP7	0	18460
5159	ENSA	0.000197209	12126
5160	ENTHD1	0.000826997	5214
5161	ENTPD1	0.000337475	8819
5162	ENTPD1-AS1	0.01401705	1203
5163	ENTPD2	0.003507311	2602
5164	ENTPD3	0.000248602	10779
5165	ENTPD3-AS1	0.000311506	9321
5166	ENTPD4	0.000483395	6954
5167	ENTPD5	9.6e-05	14956
5168	ENTPD6	0.000522296	6678
5169	ENTPD7	0.0005262	6644
5170	ENTPD8	9.15e-05	15063
5171	ENY2	0.000205867	11873
5172	EOGT	0.000454102	7225
5173	EOMES	0.018914621	982
5174	EP300	0.000263347	10402
5175	EP300-AS1	0.000205258	11896
5176	EP400	0.000129662	14088
5177	EP400NL	4.7e-05	16151
5178	EPAS1	0.005966957	1981
5179	EPB41	0.001682042	3691
5180	EPB41L1	0.00944804	1556
5181	EPB41L2	0.000368398	8302
5182	EPB41L3	0.042968331	489
5183	EPB41L4A	0.008990328	1600
5184	EPB41L4A-AS1	0.0004359	7416
5185	EPB41L4A-AS2	0.0014786	3931
5186	EPB41L4B	0.008357164	1658
5187	EPB41L5	0.000716643	5626
5188	EPB42	0.000120885	14319
5189	EPC1	0.000262938	10410
5190	EPC2	0.000615018	6108
5191	EPCAM	0.001055637	4596
5192	EPDR1	0.001852768	3524
5193	EPG5	0.000308243	9377
5194	EPGN	5.76e-05	15895
5195	EPHA1	0.000140943	13747
5196	EPHA1-AS1	0	18461
5197	EPHA10	0.005605683	2044
5198	EPHA2	0.011810808	1344
5199	EPHA3	0.002563121	3026
5200	EPHA4	0.032299898	632
5201	EPHA5	0.000184779	12490
5202	EPHA6	0.000319868	9150
5203	EPHA7	0.005713576	2022
5204	EPHA8	0.035705389	577
5205	EPHB1	0.008686346	1628
5206	EPHB2	0.059322134	364
5207	EPHB3	0.10174125	206
5208	EPHB4	0.002567322	3023
5209	EPHB6	0.001435893	3979
5210	EPHX1	0.000413164	7668
5211	EPHX2	0.004594825	2273
5212	EPHX3	0.000204788	11906
5213	EPHX4	0.000458765	7176
5214	EPM2A	0.00025093	10721
5215	EPM2AIP1	0.000133642	13967
5216	EPN1	0.000110929	14569
5217	EPN2	0.004615	2265
5218	EPN2-AS1	1.5e-05	17217
5219	EPN3	0.001777654	3597
5220	EPO	0	18462
5221	EPOR	0.001062131	4583
5222	EPPIN	0	18463
5223	EPPK1	0.004367568	2328
5224	EPRS	0.000372312	8221
5225	EPS15	0.000449897	7272
5226	EPS15L1	0.000479326	6980
5227	EPS8	0.003512474	2601
5228	EPS8L1	0.037939086	542
5229	EPS8L2	0.01338622	1238
5230	EPS8L3	0.000180625	12619
5231	EPSTI1	0.000607103	6150
5232	EPX	0.00125071	4235
5233	EPYC	0	18464
5234	EQTN	0	18465
5235	ERAL1	0.000110385	14585
5236	ERAP1	0.000298699	9596
5237	ERAP2	1.48e-05	17223
5238	ERAS	0	18466
5239	ERBB2	0.003746619	2509
5240	ERBB3	0.000845268	5144
5241	ERBB4	0.024817248	786
5242	ERBIN	0.000462382	7139
5243	ERC1	0.001328958	4122
5244	ERC2	0.062599023	353
5245	ERC2-IT1	2.8e-05	16760
5246	ERCC1	0.000270393	10220
5247	ERCC2	0.000249083	10768
5248	ERCC3	0.000281989	9947
5249	ERCC4	0.000250022	10746
5250	ERCC5	0.000119114	14357
5251	ERCC6	0.00053266	6592
5252	ERCC6L	0.001256434	4225
5253	ERCC6L2	0.002035598	3371
5254	ERCC8	0.000188057	12390
5255	EREG	0	18467
5256	ERF	0.000432824	7449
5257	ERFE	0.001156774	4396
5258	ERG	0.003165847	2723
5259	ERGIC1	0.000542939	6539
5260	ERGIC2	0.000251777	10702
5261	ERGIC3	0.000396296	7885
5262	ERH	0.000398023	7865
5263	ERI1	0.000306274	9428
5264	ERI2	0.000220189	11495
5265	ERI3	0.000785167	5369
5266	ERI3-IT1	1.85e-05	17094
5267	ERICH1	0.000856152	5108
5268	ERICH2	0.01323577	1244
5269	ERICH3	4.06e-05	16333
5270	ERICH3-AS1	0	18468
5271	ERICH4	0	18469
5272	ERICH5	0.000140154	13767
5273	ERICH6	0.000246247	10823
5274	ERICH6-AS1	0.000159411	13208
5275	ERICH6B	0	18470
5276	ERLEC1	0.000245153	10856
5277	ERLIN1	0.000139045	13795
5278	ERLIN2	0.00025406	10634
5279	ERMAP	0.000159288	13214
5280	ERMARD	0.000197745	12111
5281	ERMN	0	18471
5282	ERMP1	0.00046963	7064
5283	ERN1	0.000376263	8167
5284	ERN2	0.001726519	3650
5285	ERO1A	0.000380513	8097
5286	ERO1B	0.000230781	11238
5287	ERP27	0.000101816	14806
5288	ERP29	0.000209439	11788
5289	ERP44	0.000331775	8925
5290	ERRFI1	0.001448082	3964
5291	ERV3-1	0.000195125	12197
5292	ERVFRD-1	4.5e-06	17649
5293	ERVH48-1	0.000116383	14430
5294	ERVK3-1	9.83e-05	14896
5295	ERVMER34-1	0.001661251	3709
5296	ERVV-1	1.3e-05	17296
5297	ERVV-2	2.95e-05	16700
5298	ESAM	0.003036458	2785
5299	ESCO1	0.000238132	11029
5300	ESCO2	0.000541429	6550
5301	ESD	0.000590368	6244
5302	ESF1	0.000176113	12737
5303	ESM1	0.000763781	5449
5304	ESPL1	0.000207809	11830
5305	ESPN	0.104032147	202
5306	ESPNL	0.00259902	2998
5307	ESPNP	0.05586486	389
5308	ESR1	0.01478233	1150
5309	ESR2	0.000472972	7037
5310	ESRG	6.24e-05	15784
5311	ESRP1	0.016830631	1055
5312	ESRP2	0.000132648	14002
5313	ESRRA	0.000243538	10906
5314	ESRRB	0.332071056	43
5315	ESRRG	0.103671653	203
5316	ESX1	0	18472
5317	ESYT1	0.000230935	11235
5318	ESYT2	0.00055241	6472
5319	ESYT3	0.001375601	4048
5320	ETAA1	0.000106584	14699
5321	ETF1	0.000296298	9646
5322	ETFA	0.002200949	3254
5323	ETFB	0.00021115	11749
5324	ETFBKMT	0.000246846	10807
5325	ETFDH	0.000166161	13023
5326	ETHE1	0.000282081	9941
5327	ETNK1	0.000189614	12343
5328	ETNK2	0.007842038	1717
5329	ETNPPL	0.000992113	4747
5330	ETS1	0.028564222	701
5331	ETS2	0.001461654	3950
5332	ETV1	0.002876695	2859
5333	ETV2	0.000103727	14764
5334	ETV3	0.000698542	5699
5335	ETV3L	0.000111419	14559
5336	ETV4	0.003164096	2725
5337	ETV5	0.07069632	307
5338	ETV6	0.000265346	10348
5339	ETV7	0.000447997	7291
5340	EVA1A	0.005974795	1980
5341	EVA1B	0.000759267	5470
5342	EVA1C	0.000586062	6270
5343	EVC	0.00161727	3759
5344	EVC2	0.000905913	4968
5345	EVI2A	1.43e-06	17775
5346	EVI2B	4.05e-06	17675
5347	EVI5	0.000884707	5026
5348	EVI5L	0.027058109	729
5349	EVL	0.004626547	2258
5350	EVPL	5.7e-05	15913
5351	EVX1	0	18473
5352	EVX2	0.010055255	1494
5353	EWSAT1	0.00030811	9379
5354	EWSR1	0.000412719	7676
5355	EXD1	8.92e-05	15114
5356	EXD2	0.000320387	9138
5357	EXD3	0.014658794	1159
5358	EXO1	0.000223319	11414
5359	EXO5	0.000171496	12870
5360	EXOC1	0.000736238	5556
5361	EXOC2	0.000601778	6182
5362	EXOC3	0.000279798	10002
5363	EXOC3-AS1	8.65e-05	15179
5364	EXOC3L1	0.000333675	8889
5365	EXOC3L2	0.001156198	4398
5366	EXOC3L4	0.00757752	1751
5367	EXOC4	0.000647703	5942
5368	EXOC5	0.000191789	12286
5369	EXOC6	0.026670756	738
5370	EXOC6B	0.001059253	4585
5371	EXOC7	0.000922	4925
5372	EXOC8	8.45e-05	15231
5373	EXOG	8.86e-05	15126
5374	EXOSC1	0.000183762	12530
5375	EXOSC10	0.000296568	9637
5376	EXOSC2	0.000557167	6443
5377	EXOSC3	0.000477445	6994
5378	EXOSC4	0.000224922	11387
5379	EXOSC5	0.000143361	13694
5380	EXOSC6	0.000143291	13697
5381	EXOSC7	0.000266198	10331
5382	EXOSC8	0.000136065	13891
5383	EXOSC9	0.000252158	10691
5384	EXPH5	0.001747725	3628
5385	EXT1	0.002014396	3389
5386	EXT2	0.000835213	5185
5387	EXTL1	0.007607045	1747
5388	EXTL2	0.000382351	8071
5389	EXTL3	0.000688393	5743
5390	EXTL3-AS1	4.7e-05	16152
5391	EYA1	0.002123008	3302
5392	EYA2	0.012709406	1275
5393	EYA3	0.000257974	10537
5394	EYA4	0.001547448	3846
5395	EYS	0.000307219	9405
5396	EZH1	0.000868103	5073
5397	EZH2	0.000336434	8838
5398	EZR	0.00084383	5152
5399	EZR-AS1	0	18474
5400	F10	0.006272932	1922
5401	F11	2.73e-05	16778
5402	F11R	0.000808661	5281
5403	F12	0.006445478	1895
5404	F13A1	0.004944606	2188
5405	F13B	1.47e-05	17225
5406	F2	1.9e-05	17072
5407	F2R	0.002155148	3286
5408	F2RL1	0.001046484	4620
5409	F2RL2	0.000118942	14359
5410	F2RL3	0.000163198	13114
5411	F3	0.001403296	4027
5412	F5	0.000538369	6565
5413	F7	0.002752218	2915
5414	F8	0.00027151	10188
5415	F8A1	3.51e-06	17703
5416	F9	0	18475
5417	FA2H	0.000174322	12798
5418	FAAH	0.005470134	2065
5419	FAAH2	0.000362222	8403
5420	FAAHP1	0.025866911	757
5421	FAAP100	0.000990806	4755
5422	FAAP20	0.000627117	6052
5423	FAAP24	4.33e-05	16267
5424	FABP1	0.000580006	6309
5425	FABP2	0.000448029	7290
5426	FABP3	0.000851312	5125
5427	FABP5	0.00036233	8401
5428	FABP5P3	0	18476
5429	FABP6	6.1e-05	15820
5430	FABP7	0.000525192	6653
5431	FADD	0.000738346	5546
5432	FADS1	0.000823071	5227
5433	FADS2	0.002941148	2833
5434	FADS3	0.000749241	5510
5435	FADS6	0.026519502	741
5436	FAF1	0.003812373	2485
5437	FAF2	0.000310422	9341
5438	FAH	0.000979633	4786
5439	FAHD1	0.000348246	8628
5440	FAHD2A	0.000334822	8868
5441	FAHD2B	0.000542239	6545
5442	FAHD2CP	0.000387455	8005
5443	FAIM	0.000122581	14267
5444	FAIM2	0.002083211	3328
5445	FALEC	7.5e-05	15446
5446	FAM102A	0.000239804	10988
5447	FAM102B	0.000391015	7955
5448	FAM103A1	0.000148078	13550
5449	FAM104A	0.000148285	13540
5450	FAM104B	0.002723113	2928
5451	FAM105A	0.002883355	2856
5452	FAM106A	1.03e-07	17857
5453	FAM107A	0	18477
5454	FAM107B	0.001237649	4256
5455	FAM109A	0.000419183	7599
5456	FAM109B	5.21e-05	16025
5457	FAM110A	0.000854211	5117
5458	FAM110B	0.002021369	3385
5459	FAM110C	0.002598914	2999
5460	FAM110D	0.03730246	550
5461	FAM111A	0.000102818	14782
5462	FAM111B	0.002478955	3082
5463	FAM114A1	0.000697119	5702
5464	FAM114A2	0.000201261	12015
5465	FAM117A	0.000343057	8722
5466	FAM117B	0.000223358	11413
5467	FAM118A	0.00027328	10147
5468	FAM118B	0.000290998	9765
5469	FAM120A	0.000352116	8564
5470	FAM120AOS	0.000187352	12417
5471	FAM120B	0.112637555	191
5472	FAM120C	0.000503905	6812
5473	FAM122A	8.46e-05	15225
5474	FAM122B	0.000746259	5516
5475	FAM122C	0.000469143	7070
5476	FAM124A	0.001564088	3826
5477	FAM124B	6.1e-05	15821
5478	FAM126A	0.000386373	8019
5479	FAM126B	0.000110639	14578
5480	FAM127A	0.00113998	4432
5481	FAM127B	0.001383917	4038
5482	FAM127C	0.00206532	3347
5483	FAM129A	0.000379521	8112
5484	FAM129B	0.000776544	5395
5485	FAM129C	7.64e-05	15422
5486	FAM131A	0.00020719	11847
5487	FAM131B	0.001409298	4014
5488	FAM131C	0.003676096	2538
5489	FAM132A	0.000512536	6749
5490	FAM133A	0.000176023	12739
5491	FAM133B	0.000434611	7430
5492	FAM133CP	1.72e-05	17140
5493	FAM133DP	3.89e-05	16393
5494	FAM134A	0.000243921	10888
5495	FAM134B	0.001269908	4207
5496	FAM134C	0.000201436	12007
5497	FAM135A	0.000312219	9304
5498	FAM135B	0.001251082	4234
5499	FAM136A	0.000324482	9059
5500	FAM138B	0	18478
5501	FAM13A	0.000571385	6352
5502	FAM13A-AS1	4.17e-05	16305
5503	FAM13B	0.00018005	12633
5504	FAM13C	0.000896321	4995
5505	FAM149A	0.000508978	6773
5506	FAM149B1	0.000198437	12099
5507	FAM150A	0	18479
5508	FAM150B	0.000443172	7336
5509	FAM151A	0.000283347	9913
5510	FAM151B	9.12e-05	15071
5511	FAM153A	0	18480
5512	FAM153B	3.11e-06	17712
5513	FAM153C	0	18481
5514	FAM155A	0.000207846	11827
5515	FAM155A-IT1	0	18482
5516	FAM155B	0.004026098	2430
5517	FAM156A	0.001326926	4125
5518	FAM157A	4.39e-05	16238
5519	FAM157C	0	18483
5520	FAM159A	0.000137735	13830
5521	FAM159B	0.000463157	7130
5522	FAM160A1	0.00438929	2322
5523	FAM160A2	0.000177359	12701
5524	FAM160B1	0.001024684	4671
5525	FAM160B2	0.001041745	4634
5526	FAM161A	0.000113202	14522
5527	FAM161B	7.32e-05	15499
5528	FAM162A	0.00045634	7204
5529	FAM162B	0	18484
5530	FAM163A	0.007599218	1748
5531	FAM163B	0.009051486	1591
5532	FAM166A	0.000135005	13921
5533	FAM166B	2.28e-05	16921
5534	FAM167A	0.026470543	743
5535	FAM167A-AS1	0	18485
5536	FAM167B	7.7e-05	15407
5537	FAM168A	0.000492716	6899
5538	FAM168B	0.000329181	8972
5539	FAM169A	0.000743459	5525
5540	FAM169B	0.000105093	14741
5541	FAM170A	9.63e-05	14944
5542	FAM170B-AS1	0	18486
5543	FAM171A1	0.011675239	1359
5544	FAM171A2	0.009931118	1509
5545	FAM171B	0.000398729	7854
5546	FAM172A	0.059061923	367
5547	FAM172BP	0	18487
5548	FAM173A	0.000358896	8454
5549	FAM173B	0.00014142	13732
5550	FAM174A	0.00026753	10297
5551	FAM174B	0.001411861	4011
5552	FAM175A	0.000139768	13776
5553	FAM175B	0.000369981	8269
5554	FAM177A1	0.000118193	14376
5555	FAM177B	0	18488
5556	FAM178B	0.000226748	11340
5557	FAM179A	2.32e-05	16903
5558	FAM179B	0.000298299	9606
5559	FAM180A	1.67e-05	17156
5560	FAM180B	1.68e-05	17151
5561	FAM181A	0.00055203	6473
5562	FAM181A-AS1	0.000404333	7784
5563	FAM181B	0.003651866	2547
5564	FAM182A	4.4e-06	17655
5565	FAM182B	3.43e-05	16539
5566	FAM183A	0.001091912	4519
5567	FAM183BP	1.68e-05	17152
5568	FAM183CP	0	18489
5569	FAM184A	0.00203364	3374
5570	FAM184B	0.000355632	8515
5571	FAM185A	0.000106499	14702
5572	FAM186A	0	18490
5573	FAM186B	4.17e-05	16306
5574	FAM188A	0.012915597	1260
5575	FAM188B	0.001094078	4514
5576	FAM189A1	0.008449377	1653
5577	FAM189A2	0.006848332	1840
5578	FAM189B	0.000130176	14071
5579	FAM192A	0.00027329	10146
5580	FAM193A	0.000187705	12402
5581	FAM193B	0.000193674	12238
5582	FAM196A	0.000130448	14064
5583	FAM196B	0.00094809	4864
5584	FAM198A	0.000558099	6433
5585	FAM198B	0.000534178	6585
5586	FAM199X	0.001902048	3482
5587	FAM19A1	0.00012068	14327
5588	FAM19A2	0.000735005	5564
5589	FAM19A3	0	18491
5590	FAM19A4	0.275283253	51
5591	FAM19A5	0.020044108	956
5592	FAM200A	7.06e-05	15566
5593	FAM200B	0.000143483	13690
5594	FAM201A	0.001698292	3676
5595	FAM201B	0.000660164	5878
5596	FAM204A	0.000213957	11665
5597	FAM205A	2.05e-05	16999
5598	FAM205BP	0	18492
5599	FAM205C	0	18493
5600	FAM206A	0.000118109	14379
5601	FAM207A	0.000455509	7216
5602	FAM208A	0.000319899	9148
5603	FAM208B	0.001380467	4043
5604	FAM209B	3.2e-05	16617
5605	FAM20A	0.009223521	1573
5606	FAM20B	0.000501931	6828
5607	FAM20C	0.004333868	2334
5608	FAM210A	0.000237981	11033
5609	FAM210B	0.000703602	5677
5610	FAM212A	0.000184144	12511
5611	FAM212B	0.001792998	3583
5612	FAM212B-AS1	0.000710176	5649
5613	FAM213A	0.001549734	3841
5614	FAM213B	0.000274645	10116
5615	FAM214A	0.000247623	10798
5616	FAM214B	0.000263668	10391
5617	FAM216A	0.000161699	13155
5618	FAM216B	0	18494
5619	FAM217A	4.88e-05	16106
5620	FAM217B	0.000353427	8545
5621	FAM218A	0.001093869	4515
5622	FAM219A	0.000463331	7129
5623	FAM219B	0.000116049	14442
5624	FAM21EP	0.00014698	13585
5625	FAM220A	0.000244842	10867
5626	FAM221A	5.08e-06	17628
5627	FAM221B	3.83e-05	16409
5628	FAM222A	0.032295076	633
5629	FAM222A-AS1	0	18495
5630	FAM222B	0.000132904	13990
5631	FAM227A	0.000272394	10164
5632	FAM227B	0.000503806	6813
5633	FAM228A	0.000170928	12884
5634	FAM228B	0.000212623	11711
5635	FAM229A	0.000213545	11676
5636	FAM229B	0.000519874	6695
5637	FAM234A	0.000270386	10222
5638	FAM234B	0.000732429	5573
5639	FAM24B	0	18496
5640	FAM26D	0	18497
5641	FAM26E	1.29e-05	17299
5642	FAM26F	0.000526341	6642
5643	FAM27C	4.11e-08	17868
5644	FAM27E3	3.62e-07	17832
5645	FAM32A	0.00069335	5718
5646	FAM35A	0.00019099	12310
5647	FAM35BP	2.05e-06	17749
5648	FAM35DP	4.95e-06	17633
5649	FAM3A	0.001572499	3810
5650	FAM3B	0.0003881	7991
5651	FAM3C	0.000198602	12095
5652	FAM3D	0	18498
5653	FAM3D-AS1	0	18499
5654	FAM41C	0	18500
5655	FAM43A	0.000380964	8092
5656	FAM43B	0.069834684	310
5657	FAM45A	0.000635576	5996
5658	FAM45BP	0.000220516	11487
5659	FAM46A	0.000553703	6464
5660	FAM46B	0.001323572	4130
5661	FAM46C	0.00411273	2402
5662	FAM47E	0.001803067	3572
5663	FAM49A	0.000840801	5164
5664	FAM49B	0.001074605	4559
5665	FAM50A	0.000649039	5934
5666	FAM50B	1.9e-05	17073
5667	FAM53A	0.000904842	4973
5668	FAM53B	0.000391358	7948
5669	FAM53B-AS1	0	18501
5670	FAM53C	0.000218585	11539
5671	FAM57A	0.000475968	7008
5672	FAM57B	0.001508475	3902
5673	FAM58A	0.0119658	1334
5674	FAM60A	0.000611827	6121
5675	FAM63A	0.000225562	11376
5676	FAM63B	0.000231135	11232
5677	FAM64A	0.000727738	5589
5678	FAM65A	0.003638796	2555
5679	FAM65B	0.000924918	4912
5680	FAM65C	0.000752538	5495
5681	FAM66A	0.000115728	14452
5682	FAM66B	0	18502
5683	FAM66C	1.56e-05	17193
5684	FAM66D	0.000182944	12562
5685	FAM66E	2.14e-07	17845
5686	FAM69A	0.000385567	8033
5687	FAM69B	0.022560924	853
5688	FAM69C	0	18503
5689	FAM71C	0	18504
5690	FAM71D	0	18505
5691	FAM71E1	0.00082266	5231
5692	FAM71E2	0	18506
5693	FAM71F1	0	18507
5694	FAM72A	7.62e-06	17528
5695	FAM72B	1.35e-06	17779
5696	FAM72C	9.59e-07	17795
