	DIS
GIPC3	0.000321246
GIPR	0.015601176
GIT1	0.000269123
GIT2	0.000129291
GJA1	0.001521093
GJA10	0
GJA3	0.44400074
GJA4	0.002095111
GJA5	0.025226064
GJA8	5.49E-05
GJB1	1.97E-05
GJB2	0.030647663
GJB3	0.001058106
GJB4	0
GJB5	0.001905612
GJB6	0
GJB7	9.19E-05
GJC1	0.015075093
GJC2	0.00017381
GJC3	0
GJD2	0.016462724
GJD3	6.19E-05
GK	0.000399041
GK5	7.68E-05
GKAP1	0.000383367
GKN2	0.000126906
GLA	0.000304696
GLB1	0.000543396
GLB1L	5.06E-05
GLB1L2	0.003907972
GLB1L3	0.00088822
GLCCI1	0.000185956
GLCE	0.000349975
GLDC	0.002451271
GLDN	0.002256615
GLE1	0.000234896
GLG1	0.000378645
GLI1	0.000915993
GLI2	0.03057126
GLI3	0.033468653
GLI4	0.008807936
GLIDR	0
GLIPR1	3.20E-05
GLIPR1L1	0.000102411
GLIPR1L2	6.59E-06
GLIPR2	0.0027834
GLIS1	0.012026641
GLIS2	0.0006419
GLIS3	0.001208461
GLMN	0.000193919
GLMP	0.000123325
GLO1	0.00101092
GLOD4	0.00026116
GLP1R	0.014101418
GLP2R	4.22E-05
GLRA1	0
GLRA2	0.000259541
GLRA3	1.17E-05
GLRA4	0
GLRB	9.93E-05
GLRX	0.000182759
GLRX2	0.000117208
GLRX3	0.000718784
GLRX5	0.000728895
GLS	0.000262883
GLS2	0.000172808
GLT1D1	0.021738205
GLT8D1	0.00013892
GLT8D2	0.001640334
GLTP	0.001086413
GLTPD2	0.002431343
GLTSCR1	6.09E-05
GLTSCR1L	0.000258636
GLTSCR2	0.000405714
GLTSCR2-AS1	5.62E-05
GLUD1	0.000390687
GLUD1P3	3.13E-05
GLUD1P7	4.00E-06
GLUD2	0.000169021
GLUL	0.00065669
GLYAT	1.85E-05
GLYATL1	0.00073694
GLYATL2	0.000117976
GLYATL3	0
GLYCTK	0.000376339
GLYCTK-AS1	1.89E-05
GLYR1	0.000275975
GM2A	0.00052055
GMCL1	0.000209432
GMCL1P1	0
GMDS	0.091555085
GMDS-AS1	0.000494865
GMEB1	0.000111913
GMEB2	0.000254985
GMFB	0.00012969
GMFG	4.17E-05
GMIP	0.000162346
GML	0
GMNC	0
GMNN	0.000170877
GMPPA	0.000825445
GMPPB	6.38E-05
GMPR	0.007440375
GMPR2	0.000180828
GMPS	0.000257848
GNA11	0.001288376
GNA12	0.000427541
GNA13	0.000308097
GNA14	0.000152213
GNA15	4.46E-05
GNAI1	0.000703611
GNAI2	0.00103845
GNAI3	0.000134756
GNAL	0.032041264
GNAO1	0.011004235
GNAQ	0.000592022
GNAS	0.505077458
GNAS-AS1	0
GNAT1	6.84E-05
GNAZ	0.007099168
GNB1	0.00084663
GNB1L	0.000583144
GNB2	0.000785798
GNB3	4.36E-05
GNB4	0.001089666
GNB5	0.000370807
GNE	0.000173141
GNG10	2.55E-05
GNG11	0.001798685
GNG12	0.016840326
GNG12-AS1	0.007896369
GNG13	0.001609806
GNG2	0.000329932
GNG3	4.32E-06
GNG4	0.000927186
GNG5	0.000316315
GNG7	0.001797439
GNG8	0.023567139
GNGT1	0
GNGT2	0
GNL1	0.000209273
GNL2	0.009967877
GNL3	0.000148468
GNL3L	0.000449111
GNLY	0.000164519
GNMT	8.27E-05
GNPAT	0.000332291
GNPDA1	0.00080329
GNPDA2	0.000332908
GNPNAT1	0.000100923
GNPTAB	0.000168928
GNPTG	0.000145464
GNRH1	5.93E-05
GNRH2	3.13E-05
GNRHR	3.79E-05
GNRHR2	2.75E-05
GNS	0.0003617
GOLGA1	0.000727066
GOLGA2	0.000229656
GOLGA2P10	4.22E-05
GOLGA2P11	0
GOLGA2P5	0.000158364
GOLGA2P7	1.29E-05
GOLGA2P9	7.09E-05
GOLGA3	0.000170284
GOLGA4	0.000292039
GOLGA5	0.000991957
GOLGA6A	0
GOLGA6B	3.79E-06
GOLGA6D	0
GOLGA6L10	3.38E-06
GOLGA6L17P	0
GOLGA6L2	0
GOLGA6L22	0
GOLGA6L4	0
GOLGA6L5P	3.81E-07
GOLGA6L7P	3.62E-06
GOLGA6L9	1.24E-05
GOLGA7	0.000557454
GOLGA7B	0.001293796
GOLGA8A	0.001510939
GOLGA8B	0.000769815
GOLGA8H	1.50E-06
GOLGA8IP	1.20E-06
GOLGA8J	0
GOLGA8K	1.73E-07
GOLGA8M	1.53E-06
GOLGA8N	9.64E-08
GOLGA8O	0
GOLGA8R	2.59E-06
GOLGA8T	7.13E-07
GOLGB1	0.000995558
GOLIM4	0.001116254
GOLM1	0.001331954
GOLPH3	0.000368527
GOLPH3L	0.000154275
GOLT1A	0.004826132
GOLT1B	0.000118979
GON4L	0.000282465
GOPC	0.000320589
GORAB	0.000144408
GORASP1	0.000379257
GORASP2	0.000299798
GOSR1	0.000237231
GOSR2	0.012692312
GOT1	0.000506114
GOT1L1	0
GOT2	0.000457259
GP1BA	8.04E-06
GP2	0.000165234
GP5	0.00016969
GP6	7.38E-05
GPA33	0.000291914
GPAA1	0.000205568
GPALPP1	0.000170328
GPAM	0.0003643
GPANK1	0.0001202
GPAT2	2.04E-05
GPAT3	0.001270786
GPAT4	0.000293575
GPATCH1	0.000506831
GPATCH11	7.07E-05
GPATCH2	0.00025253
GPATCH2L	0.045468864
GPATCH3	0.00011981
GPATCH4	0.0001022
GPATCH8	0.000385031
GPBAR1	4.25E-05
GPBP1	0.000387591
GPBP1L1	0.000337383
GPC1	0.017374019
GPC2	0.002274777
GPC3	0.095520794
GPC4	0.020720087
GPC5	0.018635449
GPC5-AS1	0
GPC6	0.018820641
GPC6-AS1	0.000113495
GPC6-AS2	3.66E-05
GPCPD1	0.000262812
GPD1	8.20E-05
GPD1L	0.001743836
GPD2	0.000324576
GPER1	0.000204001
GPHA2	7.46E-05
GPHN	0.000462606
GPI	0.000565302
GPKOW	0.000464537
GPLD1	0.000147633
GPM6A	0.00050515
GPM6B	0.034439882
GPN1	0.000186693
GPN2	0.000175671
GPN3	0.000156801
GPNMB	0.000223195
GPR1	0.000262753
GPR1-AS	0
GPR101	0
GPR107	0.000346574
GPR108	0.000201373
GPR119	0
GPR12	0
GPR132	0.000420658
GPR135	0.000363457
GPR137	0.000164851
GPR137B	0.001562533
GPR137C	0.000176133
GPR139	0
GPR141	0.00016718
GPR143	0.005908468
GPR146	0.000147406
GPR148	0.000185388
GPR149	8.75E-05
GPR150	0.000187092
GPR151	2.08E-05
GPR153	0.058402675
GPR155	0.000214903
GPR156	3.91E-05
GPR157	0.000479056
GPR158	0.001222362
GPR160	0.000312875
GPR161	0.001996253
GPR162	0.011265764
GPR17	0.000251203
GPR171	1.47E-05
GPR173	0.004588294
GPR176	0.002506864
GPR179	0.000140748
GPR18	1.26E-05
GPR180	0.000139584
GPR182	9.94E-06
GPR183	0.000140394
GPR19	0.001408563
GPR20	0.013680292
GPR22	1.62E-05
GPR25	0
GPR26	0
GPR27	0.008990906
GPR3	0.000196998
GPR31	5.64E-05
GPR32	0
GPR33	0
GPR34	1.21E-05
GPR35	0.000677313
GPR37	0.004319537
GPR37L1	0
GPR39	0.002190345
GPR4	0
GPR50	0.001987772
GPR50-AS1	0
GPR52	7.77E-06
GPR55	6.01E-05
GPR6	0
GPR61	0.000366261
GPR62	0.000271694
GPR63	0.000670618
GPR65	0
GPR68	0.000109511
GPR75	3.44E-05
GPR75-ASB3	0
GPR78	0.000819733
GPR82	7.27E-06
GPR83	0
GPR84	1.19E-05
GPR85	0.002562805
GPR87	8.34E-05
GPR88	0
GPR89A	2.41E-05
GPR89B	3.92E-05
GPRASP1	0.000194731
GPRASP2	0.001415654
GPRC5A	0.00100776
GPRC5B	0.000668865
GPRC5C	0.021820167
GPRC5D	0
GPRC6A	1.98E-05
GPRIN1	0.001987371
GPRIN2	0.045011143
GPRIN3	0.000885156
GPS1	0.000243067
GPS2	2.07E-05
GPSM1	0.003753693
GPSM2	0.000724
GPSM3	9.96E-05
GPT	0.000131917
GPT2	0.000821768
GPX1	0.000116454
GPX2	9.86E-06
GPX3	0.000674559
GPX4	0.000230715
GPX5	0.032481658
GPX6	0.001196054
GPX7	0.001792283
GPX8	0.081400268
GRAMD1A	0.000665974
GRAMD1B	0.009137263
GRAMD1C	0.000122478
GRAMD2	9.47E-05
GRAMD3	0.001406686
GRAMD4	0.001208069
GRAP	2.12E-06
GRAP2	0.01131451
GRASP	0.007583507
GRB10	0.002653408
GRB14	0.00084254
GRB2	0.000831017
GRB7	0.003078306
GREB1	0.020542649
GREB1L	0.023074652
GREM1	0.000225664
GREM2	0.003260858
GRHL1	0.000473757
GRHL2	0.005508649
GRHL3	0.004327564
GRHPR	0.000376478
GRIA1	0.009640048
GRIA2	0.000135475
GRIA3	0.006251874
GRIA4	0.003764716
GRID1	0.040239342
GRID1-AS1	0
GRID2	0.000291809
GRID2IP	0.012878238
GRIFIN	0
GRIK1	0.001092139
GRIK1-AS1	7.62E-05
GRIK2	0.001432876
GRIK3	0.01187482
GRIK4	0.019945588
GRIK5	0.011613189
GRIN1	0.034201211
GRIN2A	0.011378791
GRIN2B	0.001005577
GRIN2C	0.053074219
GRIN2D	0.001742523
GRIN3A	0.00082744
GRIN3B	0.00899453
GRINA	0.000782086
GRIP1	0.00185176
GRIP2	0.002962159
GRIPAP1	0.000429198
GRK1	0.000236914
GRK2	0.000462997
GRK3	0.00397049
GRK4	0.001497575
GRK5	0.006325365
GRK6	0.000336196
GRK6P1	6.52E-06
GRK7	1.85E-05
GRM1	9.65E-05
GRM2	0.000106132
GRM3	0.000827434
GRM4	0.026452992
GRM5	0.000232982
GRM5-AS1	0
GRM6	7.88E-05
GRM7	0
GRM7-AS3	0
GRM8	0.008695154
GRN	0.002243627
GRP	0
GRPEL1	0.000556868
GRPEL2	7.39E-05
GRPEL2-AS1	2.35E-05
GRPR	0.002136363
GRSF1	0.000344058
GRTP1	0.00079868
GRTP1-AS1	0
GRWD1	0.000232802
GS1-124K5.11	3.91E-05
GS1-124K5.4	0.000100092
GS1-24F4.2	0.000313179
GS1-259H13.2	0.000270966
GS1-279B7.1	1.87E-05
GSAP	0.000193679
GSC	0.017643066
GSC2	0
GSDMA	0
GSDMB	0.000106023
GSDMC	0
GSDMD	0.000349946
GSE1	0.005637119
GSG1	1.23E-05
GSG1L	0.003337072
GSG2	8.24E-05
GSK3A	0.000143459
GSK3B	0.000379219
GSKIP	0.00021348
GSN	0.009325328
GSN-AS1	0.000166562
GSPT1	0.000521663
GSPT2	0.010596985
GSR	0.000436914
GSS	0.000415761
GSTA1	3.74E-05
GSTA2	0.000105634
GSTA3	0
GSTA4	0.000962632
GSTCD	0.000317426
GSTK1	0.00035056
GSTM1	7.90E-05
GSTM2	0.000195208
GSTM3	0.002032901
GSTM4	0.000838039
GSTM5	1.85E-05
GSTO1	0.001625464
GSTO2	0.000480982
GSTP1	0.002113229
GSTT2	3.53E-06
GSTT2B	4.83E-06
GSTTP1	0
GSTZ1	0.000282796
GSX1	0
GSX2	0
GTDC1	0.000455962
GTF2A1	0.000155417
GTF2A2	0.000199149
GTF2B	0.000278689
GTF2E1	0.000187145
GTF2E2	0.000447449
GTF2F1	0.000286552
GTF2F2	0.000489301
GTF2H1	0.000233986
GTF2H2	4.18E-07
GTF2H2B	2.52E-07
GTF2H2C	6.18E-06
GTF2H3	0.000165435
GTF2H4	1.07E-05
GTF2H5	0.00023728
GTF2I	0.000267723
GTF2IP1	6.79E-07
GTF2IP12	5.25E-06
GTF2IP20	1.35E-05
GTF2IP23	3.08E-05
GTF2IP4	7.58E-07
GTF2IP7	0.000112151
GTF2IRD1	0.001277546
GTF2IRD1P1	4.05E-05
GTF2IRD2	3.71E-06
GTF2IRD2B	4.63E-06
GTF3A	0.00163313
GTF3C1	0.000389933
GTF3C2	0.000173682
GTF3C2-AS1	3.98E-06
GTF3C3	0.000687603
GTF3C4	0.000209089
GTF3C5	0.000558901
GTF3C6	0.000248948
GTPBP1	0.000212134
GTPBP10	0.000115215
GTPBP2	0.000202748
GTPBP3	0.000161085
GTPBP4	0.000237407
GTPBP8	0.000204377
GTSE1	0.000343246
GTSE1-AS1	2.52E-05
GTSF1	0.000221045
GUCA1A	0.000517628
GUCA1B	0.000418697
GUCA2A	0
GUCD1	0.000304891
GUCY1A2	0.00063327
GUCY1A3	0.005583933
GUCY1B2	0
GUCY1B3	0.000988288
GUCY2C	0
GUCY2D	0.013729301
GUCY2EP	0.000291099
GUCY2F	0.000924049
GUCY2GP	0
GUF1	0.00028786
GUK1	0.003666221
GULP1	0.000912579
GUSB	0.000157579
GUSBP1	0.000264528
GUSBP2	6.08E-05
GUSBP3	1.15E-06
GUSBP5	3.96E-06
GUSBP9	6.70E-06
GVINP1	0.00012632
GVQW2	7.35E-05
GXYLT1	0.000174586
GXYLT1P3	0
GXYLT2	0.02222272
GYG1	0.000451428
GYG2	0.003167228
GYG2P1	0.000150649
GYPA	0
GYPB	4.53E-05
GYPC	0.000763788
GYPE	3.11E-05
GYS1	0.000313247
GYS2	3.26E-05
GZF1	0.000129526
GZMA	8.06E-05
GZMB	0
GZMH	0
GZMM	3.13E-05
H19	0.162496089
H1F0	0.003542677
H1FOO	2.02E-05
H1FX	0.000352283
H1FX-AS1	0.000152702
H2AFJ	0.000360879
H2AFV	0.000204491
H2AFX	0.000131607
H2AFY	0.001056617
H2AFY2	0.02506397
H2AFZ	0.000189371
H2BFM	0
H3F3A	0.000433261
H3F3AP4	0.000299047
H3F3B	0.000212242
H3F3C	4.75E-05
H6PD	0.00050146
HAAO	0.000241562
HABP2	0.002046188
HABP4	0.000793292
HACD1	0.001177693
HACD2	0.000464507
HACD3	0.000467137
HACD4	0.000148793
HACE1	0.000521023
HACL1	0.000149094
HADH	0.000497305
HADHA	0.000541601
HADHB	0.000435542
HAGH	0.000362383
HAGHL	0.002134614
HAGLR	0
HAGLROS	0
HAL	0
HAMP	0.000648824
HAND1	1.167227845
HAND2	0.963779168
HAO1	0
HAO2	0.000378359
HAP1	0.011247478
HAPLN1	0.003201395
HAPLN2	0.121363403
HAPLN3	0.001032974
HARBI1	3.70E-05
HARS	0.000159287
HARS2	0.000111112
HAS1	0.001089159
HAS2	0.005801326
HAS2-AS1	0.002307175
HAS3	0.000490974
HAT1	0.000384113
HAUS1	0.000183848
HAUS2	0.000150068
HAUS3	8.34E-05
HAUS4	0.000219814
HAUS5	0.000363594
HAUS6	0.000159513
HAUS7	0
HAUS8	0.00020487
HAVCR1	0
HAVCR2	0
HAX1	0.00012619
HBA1	0
HBA2	0
HBBP1	0
HBD	0.000153991
HBE1	0
HBEGF	0.000532251
HBG2	1.09E-05
HBP1	0.000289728
HBQ1	0.001859874
HBS1L	0.000328741
HCAR1	6.91E-06
HCAR2	2.17E-05
HCAR3	0
HCCS	0.000954233
HCFC1	0.002238604
HCFC1-AS1	0
HCFC1R1	0.002596752
HCFC2	0.00023361
HCG11	6.05E-05
HCG14	0.000165406
HCG16	0.002058445
HCG17	0.000384909
HCG18	0.000397086
HCG20	5.24E-05
HCG2040054	2.29E-05
HCG22	0.000245869
HCG23	0
HCG25	9.56E-05
HCG27	0.000223816
HCG9	0
HCK	0.00539159
HCLS1	5.41E-05
HCN1	0.000770844
HCN2	0.005251881
HCN3	8.78E-05
HCN4	0.38450204
HCP5	4.34E-05
HCRT	9.25E-05
HCRTR1	6.91E-05
HCRTR2	0.000297818
HDAC1	0.000345305
HDAC10	3.25E-05
HDAC11	0.000631624
HDAC11-AS1	4.12E-05
HDAC2	0.00022925
HDAC3	0.001117565
HDAC4	0.000911896
HDAC5	0.000622072
HDAC6	0.003178934
HDAC7	0.00029473
HDAC8	0.023959859
HDAC9	0.001860828
HDC	0
HDDC2	0.002296647
HDDC3	0.000121044
HDGF	0.000296073
HDGFL1	0
HDHD2	0.000268887
HDHD3	0.000165038
HDLBP	0.000674089
HDX	0.000370114
HEATR1	0.002564974
HEATR3	0.000226494
HEATR4	0.000109591
HEATR5A	0.00016327
HEATR5B	0.000218437
HEATR6	0.000248948
HEATR9	5.83E-06
HEBP1	0.001211101
HEBP2	0.000476989
HECA	0.000294659
HECTD1	0.000425965
HECTD2	0.000398587
HECTD3	0.000125381
HECTD4	0.000280076
HECW1	0.002984324
HECW1-IT1	0.002692118
HECW2	0.00183125
HEG1	0.002127985
HEIH	0.000240322
HELB	0.000134471
HELLS	0.000222435
HELQ	0.000159216
HELZ	0.000368329
HELZ2	0.000231193
HEMGN	0
HEMK1	0.000776951
HENMT1	0.000144317
HEPACAM	0.001368928
HEPACAM2	0.001350654
HEPH	0.004534038
HEPHL1	8.02E-05
HERC1	0.00047771
HERC2	0.00029184
HERC2P10	4.32E-05
HERC2P2	1.38E-05
HERC2P3	3.67E-05
HERC2P9	2.78E-06
HERC3	0.000482106
HERC4	0.000448501
HERC5	0.000191218
HERC6	0.000154242
HERPUD1	0.000180725
HERPUD2	0.000258695
HES1	0.030109391
HES2	0.003350949
HES3	0.004045669
HES4	0.156674348
HES5	0
HES6	0.001783038
HES7	0.004598503
HESX1	0.000569821
HEXA	0.000416375
HEXA-AS1	2.63E-05
HEXB	0.001141908
HEXDC	0.000286997
HEXIM1	0.000181509
HEXIM2	0.000100713
HEY1	0.005869437
HEY2	0.123579385
HEYL	0.005598381
HFE	0.00013889
HFE2	0.000125164
HFM1	0.000565783
HGD	0
HGF	6.99E-05
HGFAC	0.000613413
HGH1	5.76E-07
HGS	0.000252213
HGSNAT	0.000572367
HHAT	0.008228821
HHATL	0.010581227
HHEX	0.053493743
HHIP	0.000350278
HHIP-AS1	0.000203914
HHIPL1	0.004121943
HHIPL2	0.000144653
HHLA1	4.55E-05
HHLA2	0
HHLA3	0.00016404
HIBADH	0.002045215
HIBCH	0.000340577
HIC1	0.00461634
HIC2	0.000151701
HID1	0.012394909
HID1-AS1	0.001587117
HIF1A	0.000801453
HIF1AN	0.000167807
HIF3A	0.002121784
HIGD1A	0.000585812
HIGD1B	0
HIGD2A	0.0001219
HIGD2B	0.000246655
HIKESHI	0.001006894
HILPDA	0.000307455
HINFP	0.000179034
HINT1	0.00030081
HINT2	0.000160806
HINT3	0.000528894
HIP1	0.000902121
HIP1R	0.001622098
HIPK1	0.000329059
HIPK1-AS1	7.63E-05
HIPK2	0.000470049
HIPK3	0.0007099
HIPK4	7.19E-05
HIRA	0.000139171
HIRIP3	4.84E-05
HIST1H1A	0.000205293
HIST1H1B	0.013622402
HIST1H1C	0.000406972
HIST1H1D	0.022437232
HIST1H1E	0.00034823
HIST1H1T	7.42E-05
HIST1H2AA	8.66E-05
HIST1H2AB	0.002903688
HIST1H2AC	0.00023183
HIST1H2AE	0.012986623
HIST1H2AG	0.001138916
HIST1H2AH	0.000718581
HIST1H2AI	0.012733697
HIST1H2AJ	0.014419072
HIST1H2AL	0.000372063
HIST1H2AM	0
HIST1H2BA	0.000234136
HIST1H2BB	0.000443557
HIST1H2BC	0.000455572
HIST1H2BD	0.000806201
HIST1H2BE	0.001035807
HIST1H2BF	0.00238247
HIST1H2BG	0.010127272
HIST1H2BH	0.017221333
HIST1H2BI	0.007168757
HIST1H2BJ	0.001079673
HIST1H2BK	0.001094469
HIST1H2BL	0.011952716
HIST1H2BM	0.010624797
HIST1H2BN	0.001324049
HIST1H2BO	0.001572314
HIST1H3A	0.002575384
HIST1H3B	0.005332597
HIST1H3C	0.000121218
HIST1H3E	0.020768741
HIST1H3F	0.023575169
HIST1H3G	0.008974977
HIST1H3H	0.012240189
HIST1H3I	0.002150641
HIST1H3J	0.001587953
HIST1H4A	0.00235254
HIST1H4B	0.002864773
HIST1H4C	0.000295026
HIST1H4D	0.002636449
HIST1H4E	0.003029142
HIST1H4F	0.044723889
HIST1H4G	0
HIST1H4H	0.000188465
HIST1H4I	0.000782804
HIST1H4J	0.003217547
HIST1H4K	0.000300255
HIST1H4L	0.001751758
HIST2H2AA3	5.38E-05
HIST2H2AA4	4.48E-05
HIST2H2AB	0.000146074
HIST2H2AC	0.000212468
HIST2H2BA	8.03E-06
HIST2H2BC	2.55E-07
HIST2H2BE	0.000203402
HIST2H2BF	0.000184385
HIST2H3A	6.45E-07
HIST2H3C	1.85E-06
HIST2H3D	4.46E-07
HIST3H2A	0.085135979
HIST3H2BB	0.036751524
HIST3H3	0.004066235
HIST4H4	0.000194053
HIVEP1	0.000384607
HIVEP2	0.000453976
HIVEP3	0.000689476
HJURP	0.000756442
HK1	0.002229104
HK2	0.011332339
HK3	4.73E-05
HKDC1	0
HKR1	0.001096437
HLA-A	0.00046173
HLA-B	0.029682723
HLA-C	0.013694612
HLA-DMA	0.000245737
HLA-DMB	0.000149022
HLA-DOA	0.002075016
HLA-DOB	7.26E-05
HLA-DPA1	0.000207214
HLA-DPB1	0.001467174
HLA-DPB2	0.006366255
HLA-DQA1	3.43E-05
HLA-DQA2	0.000868678
HLA-DQB1	0.000199862
HLA-DQB2	0
HLA-DRA	0
HLA-DRB1	0.000124077
HLA-DRB5	2.22E-05
HLA-DRB6	2.02E-05
HLA-E	0.001913156
HLA-F	0.000251412
HLA-F-AS1	0.002788615
HLA-G	0.028796424
HLA-H	0.000160167
HLA-J	0.001832837
HLA-L	5.89E-05
HLCS	0.001886584
HLF	0.001521111
HLTF	0.00041304
HLX	0.083969352
HM13	0.000353569
HM13-AS1	4.55E-05
HMBOX1	0.000399664
HMBS	9.85E-05
HMCES	0.000352115
HMCN1	0.007413639
HMCN2	0.00511054
HMG20A	0.000306378
HMG20B	0.000603443
HMGA1	0.000393607
HMGA2	0.030099931
HMGB1	0.002843302
HMGB2	0.000439871
HMGB3	0.001144584
HMGB3P1	0
HMGB4	3.78E-05
HMGCL	0.000274045
HMGCLL1	0.001043431
HMGCR	0.000300543
HMGCS1	0.000481978
HMGCS2	5.87E-05
HMGN1	0.0003593
HMGN2	0.000327279
HMGN2P46	0.000831816
HMGN3	0.000560512
HMGN3-AS1	7.15E-05
HMGN4	0.000269298
HMGN5	0.000432003
HMGXB3	0.000264559
HMGXB4	0.000292896
HMMR	0.000260293
HMMR-AS1	0
HMOX1	0.000204514
HMOX2	0.000323089
HMP19	0.000291984
HMSD	4.37E-05
HMX1	0
HMX2	0.016675199
HMX3	0.072280667
HN1	0.000304349
HN1L	0.000292747
HNF1A	0.000108309
HNF1B	0.007184879
HNF4A	0.004184172
HNF4G	0.00045
HNMT	0.000168732
HNRNPA0	0.000309038
HNRNPA1	0.000275429
HNRNPA1L2	4.00E-05
HNRNPA1P10	5.69E-05
HNRNPA1P33	1.93E-05
HNRNPA2B1	0.000291082
HNRNPA3	0.000163305
HNRNPAB	0.000618605
HNRNPC	0.000482029
HNRNPD	0.000217033
HNRNPDL	0.000389353
HNRNPF	0.000366136
HNRNPH1	0.000294443
HNRNPH2	0.000511795
HNRNPH3	0.000196464
HNRNPK	0.000423322
HNRNPKP3	0
HNRNPL	0.000314298
HNRNPLL	0.000999667
HNRNPM	0.000343545
HNRNPR	0.002871507
HNRNPU	0.000283358
HNRNPUL1	0.000415592
HNRNPUL2	6.28E-05
HOGA1	0.000101453
HOMER1	0.002256407
HOMER2	0.000773014
HOMER3	0.00147328
HOMEZ	0.005447864
HOOK1	0.00118484
HOOK2	0.0001839
HOOK3	0.000215483
HOPX	0.004872376
HORMAD1	0
HORMAD2	0.000110525
HORMAD2-AS1	0
HOTAIRM1	0
HOXA-AS2	0
HOXA-AS3	0.007042379
HOXA1	0.020818304
HOXA13	0
HOXA2	0
HOXA3	0
HOXA5	0
HOXA9	0
HOXB-AS1	0.03029281
HOXB-AS3	0
HOXB1	0.055187314
HOXB13	0
HOXB2	0.042832193
HOXB3	0.174277813
HOXB4	0.064336797
HOXB5	0.016619924
HOXB6	0
HOXB7	0.009132544
HOXB8	0
HOXB9	0
HOXC-AS3	0
HOXC10	0.032967577
HOXC12	0
HOXC13	0
HOXC4	0
HOXC6	0.025470371
HOXC8	0
HOXC9	0
HOXD1	0.003124672
HOXD13	0
HOXD8	0.029858932
HP	8.33E-06
HP09025	0
HP1BP3	0.000370967
HPCA	0.002068239
HPCAL1	0.001097134
HPCAL4	0
HPD	0.000113454
HPDL	0.000250553
HPF1	0.000500759
HPGD	0.000161206
HPGDS	0
HPN	0.002071979
HPN-AS1	0
HPR	1.23E-05
HPRT1	0.000731037
HPS1	0.000335513
HPS3	0.000309455
HPS4	0.000177306
HPS5	0.00019363
HPS6	0.000314154
HPSE	0.000113476
HPSE2	0.077900488
HPX	5.62E-05
HPYR1	0.000212843
HR	0.002403248
HRAS	0.000323602
HRASLS	0.001541878
HRASLS2	4.50E-05
HRASLS5	0.000424753
HRAT92	0.008795594
HRC	0.017066628
HRCT1	0
HRG	0
HRH1	0
HRH2	0.022889519
HRH3	0.00146674
HRH4	0
HRK	0.00214307
HRNR	7.85E-06
HS1BP3	0.004922597
HS2ST1	0.00032814
HS3ST1	0.000280651
HS3ST2	0.002720768
HS3ST3A1	0.016935002
HS3ST3B1	0.069709429
HS3ST4	0.016528215
HS3ST5	0.000163859
HS3ST6	0
HS6ST1	0.000481619
HS6ST2	0.131579771
HS6ST3	0.001409075
HSBP1	0.000219393
HSBP1L1	0.005074239
HSCB	9.89E-05
HSD11B1	0.000307686
HSD11B1L	0.000235569
HSD11B2	0.000118691
HSD17B1	2.57E-05
HSD17B10	0.022025693
HSD17B11	0.000328991
HSD17B12	0.000378389
HSD17B13	1.77E-05
HSD17B14	0.000417334
HSD17B2	0.000775459
HSD17B3	0.00172368
HSD17B4	0.000618691
HSD17B6	4.66E-05
HSD17B7	3.63E-05
HSD17B7P2	2.00E-06
HSD17B8	0.002863555
HSD3B1	2.99E-05
HSD3B2	4.91E-05
HSD3B7	4.10E-05
HSD3BP4	0
HSD52	0
HSDL1	0.000690755
HSDL2	0.00096393
HSF1	0.000329979
HSF2	0.007546282
HSF2BP	0.000795351
HSF4	0.009387148
HSF5	0
HSFX1	0
HSH2D	2.90E-05
HSP90AA1	0.002022129
HSP90AB1	0.00062935
HSP90AB4P	1.91E-06
HSP90B1	0.000361726
HSP90B2P	8.99E-06
HSPA12A	0.111413476
HSPA12B	0.003562132
HSPA13	0.000215225
HSPA14	0.000191206
HSPA1A	9.74E-05
HSPA1B	9.47E-05
HSPA1L	6.40E-05
HSPA2	0.000165946
HSPA4	0.000401285
HSPA4L	0.010818632
HSPA5	0.000194435
HSPA6	4.83E-05
HSPA7	2.73E-05
HSPA8	0.000288187
HSPA9	0.000367318
HSPB1	0.000760926
HSPB11	0.000219483
HSPB3	0.001546681
HSPB6	1.56E-05
HSPB7	0.003353744
HSPB8	0.003378005
HSPB9	4.91E-06
HSPBAP1	7.35E-05
HSPBP1	0.00035847
HSPD1	0.000404914
HSPE1	0.000145676
HSPG2	0.000916696
HSPH1	0.000197093
HTATIP2	0.000386501
HTATSF1	0.001765626
HTN1	0
HTN3	0
HTR1A	0
HTR1B	0.011190577
HTR1D	8.51E-05
HTR1E	0
HTR1F	6.03E-05
HTR2A	0
HTR2B	2.71E-06
HTR2C	0.001781014
HTR3A	0
HTR3B	0.000260221
HTR3D	5.14E-05
HTR3E	9.08E-05
HTR4	0.003032032
HTR5A	0
HTR6	0
HTR7	0.000519899
HTR7P1	0.000335878
HTRA1	0.068368196
HTRA2	0.000176797
HTRA3	0.013366312
HTRA4	0
HTT	0.000864227
HULC	1.77E-05
HUNK	0.01229291
HUS1	0.000134486
HUS1B	0
HUWE1	0.016021669
HVCN1	0.000207917
HYAL1	3.50E-05
HYAL2	0.000178584
HYAL3	8.02E-05
HYAL4	0
HYDIN	0.004804913
HYI	0.000240244
HYKK	0.000471202
HYLS1	0.000299225
HYMAI	8.26E-05
HYOU1	0.000239316
HYPK	1.05E-05
HYPM	0.000174592
IAH1	0.000236966
